tscriptid,ottdartid,ensdartid
ZDB-TSCRIPT-090929-3278,OTTDART00000016033,ENSDART00000141027.2
ZDB-TSCRIPT-091110-811,OTTDART00000042855,
ZDB-TSCRIPT-091110-1536,OTTDART00000042856,ENSDART00000134284.2
ZDB-TSCRIPT-090929-12874,OTTDART00000030765,ENSDART00000057285
ZDB-TSCRIPT-090929-12875,OTTDART00000030766,ENSDART00000142110.3
ZDB-TSCRIPT-090929-12876,OTTDART00000030767,ENSDART00000137238.2
ZDB-TSCRIPT-090929-12877,OTTDART00000030768,ENSDART00000148207.4
ZDB-TSCRIPT-090929-12878,OTTDART00000030769,ENSDART00000142250.3
ZDB-TSCRIPT-120213-750,OTTDART00000054722,ENSDART00000151795.3
ZDB-TSCRIPT-120213-1136,OTTDART00000054723,ENSDART00000031108.7
ZDB-TSCRIPT-120213-365,OTTDART00000054721,ENSDART00000141483.4
ZDB-TSCRIPT-090929-12885,OTTDART00000030776,ENSDART00000145605.2
ZDB-TSCRIPT-090929-12887,OTTDART00000030778,ENSDART00000133042.2
ZDB-TSCRIPT-090929-1289,OTTDART00000008743,ENSDART00000132362.2
ZDB-TSCRIPT-110912-409,OTTDART00000051582,ENSDART00000150743.2
ZDB-TSCRIPT-090929-1292,OTTDART00000008755,
ZDB-TSCRIPT-090929-12920,OTTDART00000030814,ENSDART00000131276.3
ZDB-TSCRIPT-090929-12930,OTTDART00000030824,ENSDART00000140479.2
ZDB-TSCRIPT-110912-296,OTTDART00000052640,ENSDART00000140769.3
ZDB-TSCRIPT-090929-12971,OTTDART00000030874,ENSDART00000048445.7
ZDB-TSCRIPT-090929-12982,OTTDART00000030890,
ZDB-TSCRIPT-090929-12989,OTTDART00000030897,
ZDB-TSCRIPT-090929-12990,OTTDART00000030898,ENSDART00000145263.2
ZDB-TSCRIPT-090929-12996,OTTDART00000030904,ENSDART00000134090.3
ZDB-TSCRIPT-090929-12999,OTTDART00000030907,ENSDART00000137778.2
ZDB-TSCRIPT-090929-12994,OTTDART00000030902,ENSDART00000137045.2
ZDB-TSCRIPT-090929-12995,OTTDART00000030903,ENSDART00000140686.3
ZDB-TSCRIPT-090929-1302,OTTDART00000008781,ENSDART00000143317.2
ZDB-TSCRIPT-090929-13057,OTTDART00000030966,ENSDART00000131244.2
ZDB-TSCRIPT-090929-13060,OTTDART00000030970,ENSDART00000145529.2
ZDB-TSCRIPT-090929-13074,OTTDART00000030986,ENSDART00000134178
ZDB-TSCRIPT-090929-1308,OTTDART00000008830,ENSDART00000137378.2
ZDB-TSCRIPT-090929-13088,OTTDART00000031062,ENSDART00000147815.2
ZDB-TSCRIPT-090929-13090,OTTDART00000031064,ENSDART00000140746.2
ZDB-TSCRIPT-090929-13091,OTTDART00000031065,ENSDART00000144302.3
ZDB-TSCRIPT-090929-13092,OTTDART00000031066,ENSDART00000132277.2
ZDB-TSCRIPT-090929-13100,OTTDART00000031079,ENSDART00000142097.2
ZDB-TSCRIPT-090929-13107,OTTDART00000031092,ENSDART00000135968.2
ZDB-TSCRIPT-090929-13108,OTTDART00000031093,ENSDART00000134738.3
ZDB-TSCRIPT-090929-13109,OTTDART00000031094,ENSDART00000139541.3
ZDB-TSCRIPT-090929-13110,OTTDART00000031095,ENSDART00000140704.2
ZDB-TSCRIPT-090929-13111,OTTDART00000031096,ENSDART00000140504.2
ZDB-TSCRIPT-090929-13114,OTTDART00000031099,ENSDART00000147752.2
ZDB-TSCRIPT-090929-13117,OTTDART00000031102,ENSDART00000142636.2
ZDB-TSCRIPT-090929-13120,OTTDART00000031105,ENSDART00000136688.2
ZDB-TSCRIPT-090929-13119,OTTDART00000031104,ENSDART00000143520.2
ZDB-TSCRIPT-090929-13122,OTTDART00000031107,ENSDART00000144836.2
ZDB-TSCRIPT-090929-13140,OTTDART00000031126,ENSDART00000134358.3
ZDB-TSCRIPT-090929-13149,OTTDART00000031136,ENSDART00000110680.4
ZDB-TSCRIPT-090929-13150,OTTDART00000031137,ENSDART00000140259.2
ZDB-TSCRIPT-090929-13141,OTTDART00000031127,ENSDART00000144714.2
ZDB-TSCRIPT-090929-13139,OTTDART00000031125,ENSDART00000144142.3
ZDB-TSCRIPT-090929-13156,OTTDART00000031143,ENSDART00000148156.2
ZDB-TSCRIPT-090929-13157,OTTDART00000031144,ENSDART00000145834.2
ZDB-TSCRIPT-090929-13189,OTTDART00000031204,ENSDART00000143453.2
ZDB-TSCRIPT-090929-13198,OTTDART00000031244,ENSDART00000146176.2
ZDB-TSCRIPT-090929-13222,OTTDART00000031309,ENSDART00000146548.2
ZDB-TSCRIPT-090929-4002,OTTDART00000018111,ENSDART00000098970.7
ZDB-TSCRIPT-090929-13224,OTTDART00000031311,ENSDART00000141497.2
ZDB-TSCRIPT-090929-13225,OTTDART00000031312,ENSDART00000137974.2
ZDB-TSCRIPT-090929-13230,OTTDART00000031337,ENSDART00000137542.2
ZDB-TSCRIPT-090929-13248,OTTDART00000031380,ENSDART00000133422.2
ZDB-TSCRIPT-090929-13261,OTTDART00000031394,ENSDART00000134160.2
ZDB-TSCRIPT-090929-13262,OTTDART00000031395,ENSDART00000144884.2
ZDB-TSCRIPT-090929-13263,OTTDART00000031396,ENSDART00000161325.2
ZDB-TSCRIPT-090929-13264,OTTDART00000031397,ENSDART00000159545.2
ZDB-TSCRIPT-090929-1328,OTTDART00000008869,ENSDART00000067152.6
ZDB-TSCRIPT-090929-13283,OTTDART00000031442,ENSDART00000136275.2
ZDB-TSCRIPT-090929-13285,OTTDART00000031444,ENSDART00000144541.2
ZDB-TSCRIPT-090929-13291,OTTDART00000031450,ENSDART00000141206.2
ZDB-TSCRIPT-090929-13316,OTTDART00000031477,ENSDART00000148243.2
ZDB-TSCRIPT-090929-13317,OTTDART00000031478,ENSDART00000133557.2
ZDB-TSCRIPT-090929-13318,OTTDART00000031479,ENSDART00000140134.2
ZDB-TSCRIPT-090929-3480,OTTDART00000016558,ENSDART00000146797.2
ZDB-TSCRIPT-090929-13321,OTTDART00000031482,ENSDART00000144647.2
ZDB-TSCRIPT-090929-13322,OTTDART00000031483,ENSDART00000138956.2
ZDB-TSCRIPT-090929-13324,OTTDART00000031485,
ZDB-TSCRIPT-090929-13325,OTTDART00000031486,ENSDART00000139115.2
ZDB-TSCRIPT-090929-13333,OTTDART00000031494,ENSDART00000132933.3
ZDB-TSCRIPT-090929-13334,OTTDART00000031495,ENSDART00000138514.3
ZDB-TSCRIPT-090929-13335,OTTDART00000031496,ENSDART00000138673.2
ZDB-TSCRIPT-090929-13344,OTTDART00000031528,ENSDART00000145701.2
ZDB-TSCRIPT-090929-13345,OTTDART00000031529,ENSDART00000144523.2
ZDB-TSCRIPT-090929-13347,OTTDART00000031531,ENSDART00000134503.2
ZDB-TSCRIPT-090929-13348,OTTDART00000031532,ENSDART00000144423.2
ZDB-TSCRIPT-090929-12714,OTTDART00000030518,ENSDART00000147361.2
ZDB-TSCRIPT-090929-13362,OTTDART00000031722,ENSDART00000145383.2
ZDB-TSCRIPT-090929-13372,OTTDART00000031732,ENSDART00000135579.2
ZDB-TSCRIPT-090929-13382,OTTDART00000031748,ENSDART00000143414.2
ZDB-TSCRIPT-090929-13385,OTTDART00000031751,ENSDART00000146204.2
ZDB-TSCRIPT-090929-1339,OTTDART00000008890,ENSDART00000138756.2
ZDB-TSCRIPT-090929-13397,OTTDART00000031763,ENSDART00000146798.2
ZDB-TSCRIPT-090929-13396,OTTDART00000031762,ENSDART00000144291.2
ZDB-TSCRIPT-090929-13400,OTTDART00000031766,ENSDART00000134375.2
ZDB-TSCRIPT-090929-13421,OTTDART00000031787,ENSDART00000136876.2
ZDB-TSCRIPT-090929-13424,OTTDART00000031790,
ZDB-TSCRIPT-090929-9937,OTTDART00000027376,
ZDB-TSCRIPT-090929-9936,OTTDART00000027375,
ZDB-TSCRIPT-090929-13426,OTTDART00000031794,ENSDART00000135075.2
ZDB-TSCRIPT-090929-13440,OTTDART00000031810,ENSDART00000148045
ZDB-TSCRIPT-090929-13441,OTTDART00000031811,ENSDART00000136498.2
ZDB-TSCRIPT-090929-13443,OTTDART00000031813,ENSDART00000146988.2
ZDB-TSCRIPT-090929-13450,OTTDART00000031820,ENSDART00000123539.4
ZDB-TSCRIPT-090929-13451,OTTDART00000031821,ENSDART00000147726.2
ZDB-TSCRIPT-090929-13449,OTTDART00000031819,ENSDART00000123008.3
ZDB-TSCRIPT-090929-13459,OTTDART00000031829,ENSDART00000128008.3
ZDB-TSCRIPT-090929-7082,OTTDART00000024199,ENSDART00000135663.2
ZDB-TSCRIPT-090929-1346,OTTDART00000008945,ENSDART00000137200
ZDB-TSCRIPT-090929-13460,OTTDART00000031830,ENSDART00000123442.4
ZDB-TSCRIPT-090929-13461,TTDART00000031831,ENSDART00000134385.2
ZDB-TSCRIPT-090929-13464,OTTDART00000031835,ENSDART00000138784.2
ZDB-TSCRIPT-090929-13492,OTTDART00000031866,ENSDART00000136963.2
ZDB-TSCRIPT-090929-1350,OTTDART00000008949,ENSDART00000123903.3
ZDB-TSCRIPT-110912-157,OTTDART00000051745,ENSDART00000150674.2
ZDB-TSCRIPT-090929-13510,OTTDART00000031895,
ZDB-TSCRIPT-090929-13553,OTTDART00000031945,ENSDART00000144737.2
ZDB-TSCRIPT-090929-13582,OTTDART00000032002,ENSDART00000134813.2
ZDB-TSCRIPT-090929-13583,OTTDART00000032003,ENSDART00000144889.2
ZDB-TSCRIPT-090929-13587,OTTDART00000032007,ENSDART00000143353.2
ZDB-TSCRIPT-090929-13612,OTTDART00000032038,ENSDART00000141365.2
ZDB-TSCRIPT-090929-13623,OTTDART00000032049,ENSDART00000145145.2
ZDB-TSCRIPT-090929-7094,OTTDART00000024211,ENSDART00000142687.3
ZDB-TSCRIPT-090929-13629,OTTDART00000032055,ENSDART00000140592.2
ZDB-TSCRIPT-090929-13630,OTTDART00000032056,ENSDART00000142101.2
ZDB-TSCRIPT-090929-13628,OTTDART00000032054,ENSDART00000147695.2
ZDB-TSCRIPT-090929-13650,OTTDART00000032096,ENSDART00000135876.2
ZDB-TSCRIPT-090929-13665,OTTDART00000032127,ENSDART00000147895
ZDB-TSCRIPT-090929-13672,OTTDART00000032134,ENSDART00000145309.2
ZDB-TSCRIPT-090929-7695,OTTDART00000024914,ENSDART00000139686.2
ZDB-TSCRIPT-090929-13675,OTTDART00000032137,ENSDART00000148230.2
ZDB-TSCRIPT-090929-13695,OTTDART00000032158,ENSDART00000132954.2
ZDB-TSCRIPT-090929-13704,OTTDART00000032167,ENSDART00000143816.2
ZDB-TSCRIPT-090929-13710,OTTDART00000032173,ENSDART00000146362.2
ZDB-TSCRIPT-090929-13720,OTTDART00000032184,ENSDART00000134136.2
ZDB-TSCRIPT-090929-13734,OTTDART00000032236,ENSDART00000138965.2
ZDB-TSCRIPT-090929-13732,OTTDART00000032234,ENSDART00000132113.3
ZDB-TSCRIPT-090929-13731,OTTDART00000032233,ENSDART00000133182.3
ZDB-TSCRIPT-090929-13743,OTTDART00000032246,ENSDART00000143700.2
ZDB-TSCRIPT-090929-13751,OTTDART00000032254,ENSDART00000131823.2
ZDB-TSCRIPT-090929-13752,OTTDART00000032255,ENSDART00000145718.2
ZDB-TSCRIPT-090929-13753,OTTDART00000032256,ENSDART00000137616.2
ZDB-TSCRIPT-090929-13758,OTTDART00000032261,ENSDART00000145432.2
ZDB-TSCRIPT-090929-13760,OTTDART00000032263,ENSDART00000139215.2
ZDB-TSCRIPT-090929-13761,OTTDART00000032264,ENSDART00000132099.2
ZDB-TSCRIPT-090929-13767,OTTDART00000032270,ENSDART00000147381.2
ZDB-TSCRIPT-090929-13766,OTTDART00000032269,ENSDART00000147381.2
ZDB-TSCRIPT-090929-13774,OTTDART00000032304,ENSDART00000139769.2
ZDB-TSCRIPT-090929-13775,OTTDART00000032305,ENSDART00000137361.2
ZDB-TSCRIPT-090929-13776,OTTDART00000032306,ENSDART00000146836.2
ZDB-TSCRIPT-090929-13783,OTTDART00000032314,ENSDART00000141564.2
ZDB-TSCRIPT-090929-13787,OTTDART00000032318,ENSDART00000146427
ZDB-TSCRIPT-090929-13789,OTTDART00000032320,ENSDART00000141780
ZDB-TSCRIPT-090929-13793,OTTDART00000032324,ENSDART00000145662.2
ZDB-TSCRIPT-090929-13794,OTTDART00000032325,ENSDART00000143532.2
ZDB-TSCRIPT-090929-13795,OTTDART00000032326,ENSDART00000147142.2
ZDB-TSCRIPT-090929-1380,OTTDART00000009020,ENSDART00000132837.2
ZDB-TSCRIPT-090929-13832,OTTDART00000032384,ENSDART00000137016.3
ZDB-TSCRIPT-090929-13831,OTTDART00000032383,ENSDART00000148050.2
ZDB-TSCRIPT-090929-13833,OTTDART00000032385,ENSDART00000145119.2
ZDB-TSCRIPT-090929-13840,OTTDART00000032396,ENSDART00000131422.2
ZDB-TSCRIPT-090929-13841,OTTDART00000032397,ENSDART00000137007.2
ZDB-TSCRIPT-141209-670,OTTDART00000060457,ENSDART00000163085.2
ZDB-TSCRIPT-090929-13843,OTTDART00000032399,ENSDART00000135909.3
ZDB-TSCRIPT-090929-13923,OTTDART00000032511,ENSDART00000131504.2
ZDB-TSCRIPT-090929-13930,OTTDART00000032521,ENSDART00000144810.2
ZDB-TSCRIPT-090929-13936,OTTDART00000032527,ENSDART00000136257.2
ZDB-TSCRIPT-090929-13935,OTTDART00000032526,
ZDB-TSCRIPT-090929-13940,OTTDART00000032545,ENSDART00000130572.3
ZDB-TSCRIPT-130528-202,OTTDART00000058790,ENSDART00000153452.2
ZDB-TSCRIPT-090929-13948,OTTDART00000032565,ENSDART00000144319.2
ZDB-TSCRIPT-090929-13949,OTTDART00000032566,ENSDART00000141350.2
ZDB-TSCRIPT-090929-13966,OTTDART00000032603,ENSDART00000136581.2
ZDB-TSCRIPT-090929-13973,OTTDART00000032610,ENSDART00000143261.2
ZDB-TSCRIPT-090929-6607,OTTDART00000023560,ENSDART00000135626.3
ZDB-TSCRIPT-090929-6608,OTTDART00000023561,ENSDART00000131619.3
ZDB-TSCRIPT-090929-6609,OTTDART00000023562,ENSDART00000139099.2
ZDB-TSCRIPT-090929-13974,OTTDART00000032611,ENSDART00000138237.2
ZDB-TSCRIPT-090929-13975,OTTDART00000032612,ENSDART00000140814.2
ZDB-TSCRIPT-090929-14005,OTTDART00000032664,ENSDART00000139829.2
ZDB-TSCRIPT-090929-14006,OTTDART00000032669,ENSDART00000137721
ZDB-TSCRIPT-090929-14007,OTTDART00000032671,ENSDART00000136207.2
ZDB-TSCRIPT-090929-14009,OTTDART00000032675,ENSDART00000139487.2
ZDB-TSCRIPT-090929-14026,OTTDART00000032694,ENSDART00000140823.2
ZDB-TSCRIPT-090929-14035,OTTDART00000032705,ENSDART00000143879
ZDB-TSCRIPT-090929-14042,OTTDART00000032712,
ZDB-TSCRIPT-090929-14340,OTTDART00000033342,ENSDART00000140544.2
ZDB-TSCRIPT-090929-14341,OTTDART00000033343,ENSDART00000141066.2
ZDB-TSCRIPT-090929-14063,OTTDART00000032734,ENSDART00000136519.2
ZDB-TSCRIPT-090929-14070,OTTDART00000032742,ENSDART00000135261.2
ZDB-TSCRIPT-090929-14073,OTTDART00000032745,ENSDART00000099165.4
ZDB-TSCRIPT-090929-14086,OTTDART00000032762,ENSDART00000144210.2
ZDB-TSCRIPT-090929-14096,OTTDART00000032783,ENSDART00000127053.3
ZDB-TSCRIPT-090929-14107,OTTDART00000032842,ENSDART00000139477.2
ZDB-TSCRIPT-090929-14115,OTTDART00000032865,ENSDART00000143539.2
ZDB-TSCRIPT-090929-14127,OTTDART00000032903,ENSDART00000144820.2
ZDB-TSCRIPT-090929-14124,OTTDART00000032900,ENSDART00000139421.3
ZDB-TSCRIPT-090929-14125,OTTDART00000032901,ENSDART00000135825.2
ZDB-TSCRIPT-090929-14126,OTTDART00000032902,ENSDART00000145761.2
ZDB-TSCRIPT-090929-14137,OTTDART00000032955,ENSDART00000051973.7
ZDB-TSCRIPT-090929-14143,OTTDART00000032978,ENSDART00000139737.2
ZDB-TSCRIPT-090929-14145,OTTDART00000032980,ENSDART00000171394.2
ZDB-TSCRIPT-090929-14172,OTTDART00000033037,ENSDART00000146406.2
ZDB-TSCRIPT-090929-14173,OTTDART00000033038,ENSDART00000147412.2
ZDB-TSCRIPT-090929-14175,OTTDART00000033040,ENSDART00000136252.2
ZDB-TSCRIPT-090929-14176,OTTDART00000033041,ENSDART00000131682.2
ZDB-TSCRIPT-090929-14192,OTTDART00000033058,ENSDART00000156322.2
ZDB-TSCRIPT-090929-14199,OTTDART00000033065,ENSDART00000143725.2
ZDB-TSCRIPT-090929-14210,OTTDART00000033076,ENSDART00000056441.6
ZDB-TSCRIPT-090929-14232,OTTDART00000033098,ENSDART00000121452.3
ZDB-TSCRIPT-090929-14252,OTTDART00000033131,ENSDART00000056294.5
ZDB-TSCRIPT-090929-14254,OTTDART00000033138,ENSDART00000139515
ZDB-TSCRIPT-090929-14255,OTTDART00000033139,ENSDART00000134895.2
ZDB-TSCRIPT-090929-14269,OTTDART00000033155,ENSDART00000122748.3
ZDB-TSCRIPT-090929-14298,OTTDART00000033227,ENSDART00000132251.2
ZDB-TSCRIPT-090929-14303,OTTDART00000033232,ENSDART00000140892.2
ZDB-TSCRIPT-090929-14304,OTTDART00000033233,ENSDART00000141882.2
ZDB-TSCRIPT-090929-14306,OTTDART00000033235,ENSDART00000145975.3
ZDB-TSCRIPT-090929-14307,OTTDART00000033236,ENSDART00000145897.2
ZDB-TSCRIPT-090929-14308,OTTDART00000033237,ENSDART00000132300.3
ZDB-TSCRIPT-090929-14305,OTTDART00000033234,ENSDART00000147492.3
ZDB-TSCRIPT-090929-14302,OTTDART00000033231,ENSDART00000144070.3
ZDB-TSCRIPT-090929-14312,OTTDART00000033273,ENSDART00000133163.2
ZDB-TSCRIPT-090929-14311,OTTDART00000033272,ENSDART00000147692.2
ZDB-TSCRIPT-090929-14314,OTTDART00000033275,ENSDART00000141289.2
ZDB-TSCRIPT-090929-14315,OTTDART00000033276,ENSDART00000139683.2
ZDB-TSCRIPT-090929-7249,OTTDART00000024381,ENSDART00000135585.2
ZDB-TSCRIPT-090929-14321,OTTDART00000033288,ENSDART00000146201.2
ZDB-TSCRIPT-090929-14320,OTTDART00000033287,ENSDART00000147455.2
ZDB-TSCRIPT-090929-14343,OTTDART00000033347,ENSDART00000135107.2
ZDB-TSCRIPT-090929-7025,OTTDART00000024141,ENSDART00000131840.2
ZDB-TSCRIPT-090929-14347,OTTDART00000033354,ENSDART00000141415.2
ZDB-TSCRIPT-090929-1435,OTTDART00000009258,
ZDB-TSCRIPT-090929-14353,OTTDART00000033361,
ZDB-TSCRIPT-090929-14355,OTTDART00000033363,ENSDART00000152105
ZDB-TSCRIPT-090929-14356,OTTDART00000033364,ENSDART00000138076.2
ZDB-TSCRIPT-090929-14357,OTTDART00000033365,ENSDART00000124461.3
ZDB-TSCRIPT-090929-7225,OTTDART00000024357,ENSDART00000146213.2
ZDB-TSCRIPT-090929-9995,OTTDART00000027438,ENSDART00000132437.2
ZDB-TSCRIPT-090929-14359,OTTDART00000033367,ENSDART00000145126.3
ZDB-TSCRIPT-090929-1436,OTTDART00000009259,ENSDART00000148271.2
ZDB-TSCRIPT-090929-1435,OTTDART00000009258,
ZDB-TSCRIPT-090929-14377,OTTDART00000033405,ENSDART00000147977.2
ZDB-TSCRIPT-090929-14379,OTTDART00000033407,ENSDART00000137109.2
ZDB-TSCRIPT-090929-14388,OTTDART00000033416,ENSDART00000137733.2
ZDB-TSCRIPT-090929-14248,OTTDART00000033115,ENSDART00000141152.2
ZDB-TSCRIPT-090929-14395,OTTDART00000033424,ENSDART00000157037.2
ZDB-TSCRIPT-090929-14394,OTTDART00000033423,ENSDART00000153836.2
ZDB-TSCRIPT-090929-14485,OTTDART00000033535,
ZDB-TSCRIPT-090929-14486,OTTDART00000033536,
ZDB-TSCRIPT-090929-14507,OTTDART00000033557,ENSDART00000136694.2
ZDB-TSCRIPT-090929-14538,OTTDART00000033588,ENSDART00000139404
ZDB-TSCRIPT-090929-14539,OTTDART00000033589,ENSDART00000136599
ZDB-TSCRIPT-090929-14573,OTTDART00000033623,ENSDART00000132709
ZDB-TSCRIPT-090929-14574,OTTDART00000033624,ENSDART00000146868
ZDB-TSCRIPT-090929-14593,OTTDART00000033643,ENSDART00000140691
ZDB-TSCRIPT-090929-14601,OTTDART00000033651,ENSDART00000137937.2
ZDB-TSCRIPT-090929-14603,OTTDART00000033653,ENSDART00000131824
ZDB-TSCRIPT-090929-14627,OTTDART00000033679,ENSDART00000131824
ZDB-TSCRIPT-090929-14685,OTTDART00000033742,ENSDART00000131457.3
ZDB-TSCRIPT-090929-14684,OTTDART00000033741,ENSDART00000142007.3
ZDB-TSCRIPT-090929-14686,OTTDART00000033743,ENSDART00000134786.2
ZDB-TSCRIPT-090929-14688,OTTDART00000033745,ENSDART00000132022.3
ZDB-TSCRIPT-090929-14687,OTTDART00000033744,ENSDART00000138612.3
ZDB-TSCRIPT-090929-14700,OTTDART00000033758,ENSDART00000144999.2
ZDB-TSCRIPT-090929-14701,OTTDART00000033759,ENSDART00000141584.2
ZDB-TSCRIPT-090929-14703,OTTDART00000033761,ENSDART00000142272.2
ZDB-TSCRIPT-090929-14729,OTTDART00000033794,ENSDART00000169826.2
ZDB-TSCRIPT-090929-14733,OTTDART00000033798,ENSDART00000164310.2
ZDB-TSCRIPT-090929-14734,OTTDART00000033799,ENSDART00000161606.2
ZDB-TSCRIPT-090929-14735,OTTDART00000033800,ENSDART00000162580.2
ZDB-TSCRIPT-090929-14744,OTTDART00000033809,ENSDART00000132606.2
ZDB-TSCRIPT-090929-1475,OTTDART00000009402,
ZDB-TSCRIPT-090929-1476,OTTDART00000009403,ENSDART00000132880.3
ZDB-TSCRIPT-090929-1477,OTTDART00000009404,ENSDART00000132214.2
ZDB-TSCRIPT-090929-1478,OTTDART00000009405,ENSDART00000138359.2
ZDB-TSCRIPT-090929-9783,OTTDART00000027214,ENSDART00000143747.2
ZDB-TSCRIPT-090929-14772,OTTDART00000033837,ENSDART00000132319.2
ZDB-TSCRIPT-090929-14776,OTTDART00000033843,ENSDART00000138894.2
ZDB-TSCRIPT-090929-14778,OTTDART00000033845,ENSDART00000141565.2
ZDB-TSCRIPT-090929-14780,OTTDART00000033847,ENSDART00000138561.2
ZDB-TSCRIPT-090929-14819,OTTDART00000033906,ENSDART00000134070.2
ZDB-TSCRIPT-090929-14820,OTTDART00000033907,ENSDART00000140040
ZDB-TSCRIPT-090929-14838,OTTDART00000033925,ENSDART00000134315.2
ZDB-TSCRIPT-090929-14853,OTTDART00000033940,ENSDART00000130995
ZDB-TSCRIPT-090929-14863,OTTDART00000033952,ENSDART00000143089.2
ZDB-TSCRIPT-090929-14878,OTTDART00000033969,ENSDART00000134051.2
ZDB-TSCRIPT-090929-14879,OTTDART00000033970,ENSDART00000133408.2
ZDB-TSCRIPT-090929-14883,OTTDART00000033974,ENSDART00000134763.3
ZDB-TSCRIPT-090929-14898,OTTDART00000033990,ENSDART00000148315.2
ZDB-TSCRIPT-090929-14913,OTTDART00000034005,ENSDART00000147216
ZDB-TSCRIPT-090929-14914,OTTDART00000034006,ENSDART00000135870
ZDB-TSCRIPT-090929-14915,OTTDART00000034007,ENSDART00000138856.2
ZDB-TSCRIPT-090929-14918,OTTDART00000034010,ENSDART00000141078.2
ZDB-TSCRIPT-090929-14921,OTTDART00000034013,ENSDART00000129936.3
ZDB-TSCRIPT-090929-14925,OTTDART00000034017,ENSDART00000133832.2
ZDB-TSCRIPT-090929-14932,OTTDART00000034024,
ZDB-TSCRIPT-131113-3084,OTTDART00000059675,
ZDB-TSCRIPT-090929-14938,OTTDART00000034030,ENSDART00000140356.2
ZDB-TSCRIPT-090929-14939,OTTDART00000034031,ENSDART00000144141.2
ZDB-TSCRIPT-090929-10050,OTTDART00000027496 ,ENSDART00000138963.2
ZDB-TSCRIPT-090929-14943,OTTDART00000034037,ENSDART00000142035.2
ZDB-TSCRIPT-090929-14959,OTTDART00000034054,ENSDART00000139548.2
ZDB-TSCRIPT-090929-14999,OTTDART00000034096,ENSDART00000061723.5
ZDB-TSCRIPT-090929-15006,OTTDART00000034103,ENSDART00000141105.2
ZDB-TSCRIPT-090929-15007,OTTDART00000034104,ENSDART00000143964
ZDB-TSCRIPT-090929-15013,OTTDART00000034112,ENSDART00000141180.2
ZDB-TSCRIPT-090929-15017,OTTDART00000034116,ENSDART00000121543.3
ZDB-TSCRIPT-090929-7323,OTTDART00000024457,ENSDART00000141665.2
ZDB-TSCRIPT-090929-15025,OTTDART00000034125,ENSDART00000145704.2
ZDB-TSCRIPT-090929-7348,OTTDART00000024482,ENSDART00000145648.2
ZDB-TSCRIPT-090929-7349,OTTDART00000024483,ENSDART00000133591.2
ZDB-TSCRIPT-090929-15038,OTTDART00000034138,ENSDART00000144535.2
ZDB-TSCRIPT-090929-15039,OTTDART00000034139,ENSDART00000123466
ZDB-TSCRIPT-090929-8879,OTTDART00000026186,ENSDART00000134743.2
ZDB-TSCRIPT-090929-15044,OTTDART00000034145,ENSDART00000140852.2
ZDB-TSCRIPT-090929-15045,OTTDART00000034146,ENSDART00000140458.2
ZDB-TSCRIPT-090929-15046,OTTDART00000034147,ENSDART00000147943.2
ZDB-TSCRIPT-090929-9186,OTTDART00000026516,ENSDART00000133594.2
ZDB-TSCRIPT-090929-15051,OTTDART00000034165,ENSDART00000140138.2
ZDB-TSCRIPT-090929-15056,OTTDART00000034170,
ZDB-TSCRIPT-090929-15104,OTTDART00000034233,ENSDART00000146408.2
ZDB-TSCRIPT-090929-15108,OTTDART00000034237,ENSDART00000140851.2
ZDB-TSCRIPT-090929-15145,OTTDART00000034315,ENSDART00000162861.2
ZDB-TSCRIPT-090929-15144,OTTDART00000034314,ENSDART00000158906.2
ZDB-TSCRIPT-090929-15155,OTTDART00000034325,
ZDB-TSCRIPT-120213-1019,OTTDART00000054013,ENSDART00000162723.2
ZDB-TSCRIPT-090929-15162,OTTDART00000034332,ENSDART00000142163.2
ZDB-TSCRIPT-090929-15164,OTTDART00000034334,ENSDART00000131334
ZDB-TSCRIPT-090929-15166,OTTDART00000034336,ENSDART00000139147.2
ZDB-TSCRIPT-090929-15183,OTTDART00000034354,ENSDART00000136377
ZDB-TSCRIPT-090929-15192,OTTDART00000034363,ENSDART00000147232.3
ZDB-TSCRIPT-090929-15193,OTTDART00000034364,ENSDART00000130618.3
ZDB-TSCRIPT-090929-22625,OTTDART00000001753,
ZDB-TSCRIPT-090929-15196,OTTDART00000034367,ENSDART00000136886.2
ZDB-TSCRIPT-090929-15197,OTTDART00000034368,ENSDART00000145830.2
ZDB-TSCRIPT-090929-15414,OTTDART00000034679,
ZDB-TSCRIPT-090929-15210,OTTDART00000034381,ENSDART00000138722.2
ZDB-TSCRIPT-090929-15217,OTTDART00000034388,ENSDART00000140325
ZDB-TSCRIPT-090929-15223,OTTDART00000034394,ENSDART00000148262
ZDB-TSCRIPT-090929-15226,OTTDART00000034397,
ZDB-TSCRIPT-090929-15252,OTTDART00000034461,ENSDART00000136017.2
ZDB-TSCRIPT-090929-15278,OTTDART00000034487,ENSDART00000144448
ZDB-TSCRIPT-090929-15275,OTTDART00000034484,ENSDART00000132930.2
ZDB-TSCRIPT-090929-15282,OTTDART00000034492,ENSDART00000130352.3
ZDB-TSCRIPT-090929-15291,OTTDART00000034501,ENSDART00000132608.2
ZDB-TSCRIPT-090929-15297,OTTDART00000034508,ENSDART00000138880
ZDB-TSCRIPT-090929-15298,OTTDART00000034509,ENSDART00000145099.2
ZDB-TSCRIPT-090929-15332,OTTDART00000034550,ENSDART00000148129.2
ZDB-TSCRIPT-090929-15333,OTTDART00000034551,ENSDART00000139680.2
