"sfclg_chromosome","sfclg_data_zdb_id","sfclg_pk_id","sfclg_acc_num","sfclg_start","sfclg_end","sfclg_location_source","sfclg_location_subsource","sfclg_fdb_db_id","sfclg_pub_zdb_id","sfclg_assembly","sfclg_gbrowse_track","sfclg_evidence_code"
"13","ZDB-BAC-111024-6","573599790","FP245459.9","49481322","49510186","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"13","ZDB-BAC-100920-22","573599791","FP236596.8","49510187","49541361","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"13","ZDB-BAC-100127-147","573599792","CU681839.42","49541362","49640700","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"13","ZDB-FOSMID-090114-66","573599793","CU638703.6","49640701","49678034","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"13","ZDB-FOSMID-090114-67","573599794","CU639406.5","49678035","49687884","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"13","ZDB-FOSMID-090114-68","573599795","CU639467.7","49687885","49725485","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"13","ZDB-FOSMID-100127-56","573599796","CU639409.5","49725486","49740539","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"13","ZDB-FOSMID-100127-57","573599797","FP017283.5","49740540","49755249","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"13","ZDB-FOSMID-100127-58","573599798","CU914439.9","49755250","49788431","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"13","ZDB-FOSMID-100127-0150","573599799","CU694250.12","49788432","49804766","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"13","ZDB-BAC-090114-177","573599800","CU074338.9","49869404","49919125","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"13","ZDB-BAC-050218-1908","573599801","AL928828.6","49919126","50086171","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"13","ZDB-BAC-090114-178","573599802","CU367849.10","50086172","50109997","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"13","ZDB-BAC-100127-151","573599803","CU651583.11","50109998","50187332","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"13","ZDB-BAC-100127-152","573599804","CU929278.8","50187333","50291932","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"13","ZDB-FOSMID-100127-59","573599805","CU928131.6","50291933","50332270","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"13","ZDB-BAC-100127-153","573599806","CU929100.7","50332271","50441953","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"13","ZDB-BAC-090114-179","573599807","CU570781.6","50477729","50573531","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"13","ZDB-BAC-111024-7","573599808","FP102122.22","50609650","50766365","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"13","ZDB-FOSMID-090114-366","573599809","CU633832.5","51132855","51166519","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"13","ZDB-FOSMID-090114-367","573599810","CU633819.5","51166520","51185390","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"13","ZDB-BAC-050218-1906","573599811","AL929217.14","51185391","51313450","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"13","ZDB-BAC-070726-95","573599812","CT027557.4","51313451","51340511","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"13","ZDB-BAC-100920-23","573599813","CU929144.15","51340512","51415104","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"13","ZDB-FOSMID-100920-168","573599814","CU856157.10","51491726","51520634","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"13","ZDB-FOSMID-100127-560","573599815","CU915281.12","51520635","51548945","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-FOSMID-111024-30","573599816","FP243378.7","207419","252137","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-FOSMID-100127-62","573599817","FP245478.4","255386","288364","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-FOSMID-100127-0154","573599818","CU856343.8","695330","733565","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-FOSMID-100127-61","573599819","CU694755.7","741611","776967","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-100127-156","573599820","CU928046.8","787276","882980","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-090114-180","573599821","CU462913.8","882981","982864","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-100920-276","573599822","FP103059.10","982865","1039846","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-FOSMID-100920-16","573599823","FP245511.5","1110935","1143409","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-111024-87","573599824","CU896540.14","1355498","1442010","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-FOSMID-100920-17","573599825","FP236191.7","1936757","1944289","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-050218-1927","573599826","BX005294.7","1944290","2072973","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-071002-76","573599827","CT573264.9","2072974","2160560","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-090114-182","573599828","CR847851.19","2160561","2320217","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-100127-1148","573599829","CU896649.8","2320218","2341783","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-100127-1147","573599830","CU855896.20","2341784","2435308","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-100920-153","573599831","CU929317.13","2435309","2522875","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-100127-1158","573599832","CU861896.14","2878445","2908960","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-090114-183","573599833","CU468924.9","2908961","3067537","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-FOSMID-100920-91","573599834","FP102516.8","3067538","3107823","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-FOSMID-111024-58","573599835","FP102999.12","3121421","3144280","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-FOSMID-100127-547","573599836","CU672236.8","3144281","3180069","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-111024-97","573599837","FP102983.10","3444219","3535312","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-FOSMID-100920-20","573599838","FP102783.3","3553491","3581101","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-100920-158","573599839","FP102800.6","3581102","3676171","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-100920-277","573599840","FP102985.11","3676172","3809661","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-100920-26","573599841","FP102968.10","3809662","3861883","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-100920-159","573599842","FP102805.11","3861884","3969133","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-111024-95","573599843","FQ311917.3","3969134","4032213","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-100920-278","573599844","FP102802.9","4032214","4069410","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-100920-27","573599845","FP103007.5","4069411","4120554","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-100920-160","573599846","FP102891.9","4120555","4151646","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-050218-2025","573599847","BX088718.8","4151647","4323003","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-100127-157","573599848","CU638740.12","4323004","4378011","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-100920-154","573599849","FP236866.12","4806340","4904692","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-050419-162","573599850","BX510929.10","4904693","5059120","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-100920-24","573599851","FP236797.4","5059121","5106557","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-100920-155","573599852","FP102950.6","5164071","5242755","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-FOSMID-100920-169","573599853","FP102770.5","5242756","5273206","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-FOSMID-100920-18","573599854","FP102795.3","5273207","5296305","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-FOSMID-100920-92","573599855","FP243375.4","5296306","5331029","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-030616-13","573599856","AL831789.6","5331030","5546678","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-050218-1929","573599857","BX276088.8","5546679","5636084","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-071002-77","573599858","CR847836.6","5636085","5696947","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-050419-140","573599859","BX548018.9","5696948","5807987","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-100127-159","573599860","FP085432.10","5807988","5915375","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-100127-158","573599861","FP085411.11","5915376","6012649","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-070404-173","573599862","BX530406.8","6012650","6119799","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-100920-25","573599863","FP103005.6","6119800","6225314","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-100920-156","573599864","FP103010.12","6225315","6367740","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-100127-160","573599865","CT009487.20","6408024","6603267","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-070726-382","573599866","CT737137.16","6603268","6729583","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-100920-157","573599867","FP102945.9","6729584","6792144","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-060503-247","573599868","BX537131.17","6792145","6930315","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-FOSMID-100920-19","573599869","FP102782.3","6930316","6937959","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-FOSMID-111024-59","573599870","FQ377590.3","6952774","6963039","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-FOSMID-100127-0162","573599871","CU658205.6","6963040","7003443","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-100127-161","573599872","CU855621.7","7003444","7080632","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-100920-161","573599873","FP102984.9","7106315","7239065","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-050218-1935","573599874","BX890601.10","7245297","7368155","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-050218-1934","573599875","BX890575.23","7368156","7570885","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-100127-163","573599876","FP245526.6","7570886","7636718","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-100127-164","573599877","FP015863.11","7636719","7727321","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-111024-96","573599878","FP017217.21","7727322","7828897","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-090114-185","573599879","CU570692.7","7828898","7894758","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-FOSMID-090114-77","573599880","CU469522.5","7898074","7932855","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-FOSMID-100920-21","573599881","FP102779.8","7932856","7957319","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-100920-162","573599882","FP103058.7","7957320","8074683","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-050218-1936","573599883","BX120010.7","8074684","8081065","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-050218-1937","573599884","BX005008.12","8081066","8287079","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-050218-1938","573599885","BX323592.8","8287080","8371299","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-060503-248","573599886","CR407701.6","8371300","8466849","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-060503-249","573599887","BX511266.14","8466850","8625268","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-FOSMID-100127-63","573599888","CU633739.8","8625269","8640425","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-050218-1940","573599889","BX323449.13","8640426","8817540","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-090114-186","573599890","CU570988.6","8841107","8909497","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-090114-187","573599891","CU468164.8","8909498","9067250","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-100127-165","573599892","CU694220.7","9067251","9084523","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-090114-188","573599893","CU468050.12","9084524","9222702","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-070404-174","573599894","CT027750.6","9222703","9244311","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-060503-252","573599895","CR293501.10","9244312","9446016","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-060503-251","573599896","BX957231.6","9446017","9559973","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-FOSMID-100127-0166","573599897","FP103003.4","9583370","9596880","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-071002-78","573599898","CR792437.8","9596881","9737809","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-080422-4","573599899","BX942840.12","9737810","9886377","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-070726-99","573599900","CR855131.8","9886378","9960788","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-100127-167","573599901","CU929450.6","9960789","10040859","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-060614-105","573599902","CR847574.14","10040860","10126179","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-060503-253","573599903","CR925784.13","10126180","10298280","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-070726-100","573599904","CT573168.12","10298281","10330126","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-060503-254","573599905","CR925744.7","10330127","10497674","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-090114-189","573599906","CR931764.18","10497675","10676196","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-070404-175","573599907","CR855117.11","10676197","10845304","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-070726-101","573599908","CT956072.8","10845305","10918217","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-060503-255","573599909","CR812849.15","10918218","11018440","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-050218-1948","573599910","AL954179.9","11018441","11210806","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-050218-1947","573599911","BX323865.6","11210807","11284738","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-070726-102","573599912","CR383680.20","11284739","11353885","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-060503-256","573599913","CR381540.16","11353886","11518980","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-090114-190","573599914","CU468142.9","11518981","11580456","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"14","ZDB-BAC-100127-168","573599915","CU367852.18","11580457","11680922","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
