Transcript stable ID,Transcript name,Transcript type
ENSDART00000110144,zgc:113119-201,protein_coding
ENSDART00000134031,B3GNT7-201,protein_coding
ENSDART00000056169,B3GNT7-202,protein_coding
ENSDART00000104720,plex9.1-201,protein_coding
ENSDART00000006514,GTF2F2-201,protein_coding
ENSDART00000052067,insl3-201,protein_coding
ENSDART00000098982,si:ch1073-429i10.3-201,protein_coding
ENSDART00000151594,si:ch1073-429i10.3-202,protein_coding
ENSDART00000153985,si:ch73-365i12.4-201,antisense
ENSDART00000145618,si:dkey-75a21.2-201,protein_coding
ENSDART00000148088,micos13-202,protein_coding
ENSDART00000105485,micos13-201,protein_coding
ENSDART00000189025,si:dkeyp-90h9.1-203,protein_coding
ENSDART00000159625,si:dkeyp-90h9.1-201,protein_coding
ENSDART00000185516,si:dkeyp-90h9.1-202,protein_coding
ENSDART00000189576,si:dkeyp-90h9.1-204,protein_coding
ENSDART00000154216,pimr44-201,protein_coding
ENSDART00000163636,srcin1b-201,processed_transcript
ENSDART00000168060,srcin1b-202,processed_transcript
ENSDART00000168181,srcin1b-203,protein_coding
ENSDART00000172841,parp14rs2.1-201,protein_coding
ENSDART00000166776,foxo6a-201,protein_coding
ENSDART00000173864,cyld3-201,protein_coding
ENSDART00000077978,s100t-201,protein_coding
ENSDART00000138130,s100t-202,protein_coding
ENSDART00000149784,SCN3B-201,protein_coding
ENSDART00000149017,SCN3B-202,protein_coding
ENSDART00000102482,ENY2-201,protein_coding
ENSDART00000136215,ENY2-202,protein_coding
ENSDART00000152780,tex2l-202,protein_coding
ENSDART00000152757,tex2l-201,protein_coding
ENSDART00000042158,serhl-201,protein_coding
ENSDART00000125237,serhl-202,processed_transcript
ENSDART00000133512,fosl1b-201,protein_coding
ENSDART00000136765,ela2-201,protein_coding
ENSDART00000004065,RAB7A-201,protein_coding
ENSDART00000184788,RAB7A-203,protein_coding
ENSDART00000180906,RAB7A-202,protein_coding
ENSDART00000021559,coro1b-201,protein_coding
ENSDART00000173801,coro1b-202,retained_intron
ENSDART00000100778,ARPIN-201,protein_coding
ENSDART00000059028,HVCN1-201,protein_coding
ENSDART00000158584,HVCN1-202,retained_intron
ENSDART00000139708,plekhg7-203,retained_intron
ENSDART00000091339,plekhg7-201,protein_coding
ENSDART00000127769,plekhg7-202,protein_coding
ENSDART00000084503,TRMT10B-203,protein_coding
ENSDART00000192779,TRMT10B-202,protein_coding
ENSDART00000173079,TRMT10B-201,protein_coding
ENSDART00000146571,si:ch211-212b13.1-201,antisense
ENSDART00000057644,LHX4-201,protein_coding
ENSDART00000146215,MYO1H-201,protein_coding
ENSDART00000089014,MYO1H-202,protein_coding
ENSDART00000089339,DPH7-201,protein_coding
ENSDART00000138209,DPH7-202,processed_transcript
ENSDART00000032393,ginm1-201,protein_coding
ENSDART00000153309,ginm1-202,retained_intron
ENSDART00000138821,NFIL3-201,protein_coding
ENSDART00000168894,si:ch211-14p21.4-201,protein_coding
ENSDART00000180875,ttf1.1-202,protein_coding
ENSDART00000142862,ttf1.1-201,protein_coding
ENSDART00000188939,ttf1.1-203,protein_coding
ENSDART00000191724,ttf1.1-204,protein_coding
ENSDART00000170520,zgc:171673-201,protein_coding
ENSDART00000174362,zgc:171673-202,protein_coding
ENSDART00000165614,pimr182-203,protein_coding
ENSDART00000163916,pimr182-201,protein_coding
ENSDART00000165307,pimr182-202,protein_coding
ENSDART00000020598,HNRNPU-201,protein_coding
ENSDART00000161414,MEIS2-204,protein_coding
ENSDART00000160507,MEIS2-203,protein_coding
ENSDART00000193368,MEIS2-205,protein_coding
ENSDART00000171700,MEIS2-201,retained_intron
ENSDART00000186979,MEIS2-206,protein_coding
ENSDART00000158273,MEIS2-202,protein_coding
ENSDART00000162399,tacc3-204,protein_coding
ENSDART00000122810,tacc3-202,protein_coding
ENSDART00000002750,tacc3-201,protein_coding
ENSDART00000145884,tacc3-203,protein_coding
ENSDART00000004273,si:dkey-73p2.3-201,protein_coding
ENSDART00000079879,cyp27a3-201,protein_coding
ENSDART00000114546,DUSP12-203,protein_coding
ENSDART00000179247,DUSP12-205,protein_coding
ENSDART00000155439,DUSP12-202,protein_coding
ENSDART00000136113,DUSP12-204,protein_coding
ENSDART00000143437,DUSP12-201,protein_coding
ENSDART00000149893,NEXMIF-201,protein_coding
ENSDART00000138430,si:dkey-145p14.6-201,processed_transcript
ENSDART00000186197,FBXO38-202,protein_coding
ENSDART00000020625,FBXO38-201,protein_coding
ENSDART00000185861,FBXO38-203,protein_coding
ENSDART00000164016,KIF16B-202,protein_coding
ENSDART00000168685,KIF16B-201,protein_coding
ENSDART00000173747,si:dkey-183c6.12-201,antisense
ENSDART00000084861,CISH-202,protein_coding
ENSDART00000140108,CISH-204,protein_coding
ENSDART00000140573,CISH-201,retained_intron
ENSDART00000136538,CISH-203,protein_coding
ENSDART00000115078,thpo-201,protein_coding
ENSDART00000184324,,unprocessed_pseudogene
ENSDART00000034883,MCF2-201,protein_coding
ENSDART00000148830,MCF2-202,protein_coding
ENSDART00000180391,MCF2-203,protein_coding
ENSDART00000186724,MCF2-204,protein_coding
ENSDART00000174388,or93a6-201,protein_coding
ENSDART00000040397,PRDX1-201,protein_coding
ENSDART00000147845,NRBP1-201,protein_coding
ENSDART00000148952,TGFBRAP1-201,retained_intron
ENSDART00000087797,TGFBRAP1-202,protein_coding
ENSDART00000149888,TGFBRAP1-203,retained_intron
ENSDART00000056162,ftr13-202,protein_coding
ENSDART00000039079,ftr13-201,protein_coding
ENSDART00000135156,VIL1-201,protein_coding
ENSDART00000148298,VIL1-202,retained_intron
ENSDART00000059228,VIL1-203,protein_coding
ENSDART00000138397,VIL1-204,retained_intron
ENSDART00000192903,VIL1-205,protein_coding
ENSDART00000188558,VIL1-206,protein_coding
ENSDART00000185210,VIL1-207,protein_coding
ENSDART00000024199,ATP5F1A-201,protein_coding
ENSDART00000130030,ATP5F1A-202,retained_intron
ENSDART00000142851,itih6-201,protein_coding
ENSDART00000145843,pth1b-201,protein_coding
ENSDART00000008603,PREPL-201,protein_coding
ENSDART00000138197,NDRG3-201,processed_transcript
ENSDART00000147636,NDRG3-202,retained_intron
ENSDART00000143553,NDRG3-203,processed_transcript
ENSDART00000134979,NDRG3-204,retained_intron
ENSDART00000139542,NDRG3-205,processed_transcript
ENSDART00000147799,NDRG3-206,protein_coding
ENSDART00000144579,NDRG3-207,retained_intron
ENSDART00000010258,NDRG3-208,protein_coding
ENSDART00000179831,NDRG3-209,protein_coding
ENSDART00000146840,C1QBP-201,protein_coding
ENSDART00000142741,C1QBP-202,retained_intron
ENSDART00000058346,C1QBP-203,protein_coding
ENSDART00000188826,YEATS2-203,protein_coding
ENSDART00000113232,YEATS2-202,protein_coding
ENSDART00000156523,YEATS2-201,protein_coding
ENSDART00000103266,NTAQ1-201,protein_coding
ENSDART00000051750,PSMA2-201,protein_coding
ENSDART00000155525,PSMA2-202,protein_coding
ENSDART00000136742,si:ch211-225p5.9-201,processed_transcript
ENSDART00000149665,TFAP2C-201,protein_coding
ENSDART00000150219,TFAP2C-202,protein_coding
ENSDART00000159403,si:dkey-74i1.3-201,lincRNA
ENSDART00000137021,cabp4-201,protein_coding
ENSDART00000177174,cabp4-202,protein_coding
ENSDART00000142855,tbx16l-201,protein_coding
ENSDART00000190128,vipb-203,protein_coding
ENSDART00000180683,vipb-202,protein_coding
ENSDART00000112468,vipb-201,protein_coding
ENSDART00000122601,pgam1b-201,protein_coding
ENSDART00000157949,si:dkey-262j3.12-201,protein_coding
ENSDART00000166150,si:dkey-262j3.12-202,protein_coding
ENSDART00000074068,DHPS-201,protein_coding
ENSDART00000166913,DHPS-202,retained_intron
ENSDART00000182596,DHPS-204,protein_coding
ENSDART00000126455,DHPS-203,protein_coding
ENSDART00000172272,nitr7a-202,protein_coding
ENSDART00000073467,nitr7a-201,protein_coding
ENSDART00000122773,NR6A1-201,protein_coding
ENSDART00000011096,NR6A1-202,protein_coding
ENSDART00000161966,si:ch211-188c11.2-201,lincRNA
ENSDART00000132154,linc.2154-201,protein_coding
ENSDART00000141331,linc.2154-202,processed_transcript
ENSDART00000088240,sypb-202,protein_coding
ENSDART00000114173,sypb-203,protein_coding
ENSDART00000011453,sypb-201,protein_coding
ENSDART00000004288,IFT81-201,protein_coding
ENSDART00000139745,IFT81-202,retained_intron
ENSDART00000102881,FAM43B-201,protein_coding
ENSDART00000102141,nitr8-202,protein_coding
ENSDART00000050236,nitr8-201,protein_coding
ENSDART00000164050,phf23b-202,protein_coding
ENSDART00000159826,phf23b-201,protein_coding
ENSDART00000143040,SLC22A18-201,protein_coding
ENSDART00000173498,SLC22A18-202,protein_coding
ENSDART00000134174,SLC22A18-203,protein_coding
ENSDART00000144627,vegfbb-201,protein_coding
ENSDART00000180709,vegfbb-202,protein_coding
ENSDART00000153935,CYP8B1-201,protein_coding
ENSDART00000184296,C1H4orf33-206,protein_coding
ENSDART00000136421,C1H4orf33-205,protein_coding
ENSDART00000008127,C1H4orf33-202,protein_coding
ENSDART00000138622,C1H4orf33-203,protein_coding
ENSDART00000134575,C1H4orf33-204,processed_transcript
ENSDART00000139440,C1H4orf33-201,protein_coding
ENSDART00000149309,CFAP57-201,protein_coding
ENSDART00000080900,CFAP57-202,protein_coding
ENSDART00000150783,loc110437821-201,protein_coding
ENSDART00000053754,HAS2-201,protein_coding
ENSDART00000184549,KDM5B-203,protein_coding
ENSDART00000135443,KDM5B-202,protein_coding
ENSDART00000155514,KDM5B-201,protein_coding
ENSDART00000135735,PLXNC1-201,protein_coding
ENSDART00000189084,PLXNC1-203,protein_coding
ENSDART00000004222,PLXNC1-202,protein_coding
ENSDART00000064400,si:ch211-113a14.24-201,protein_coding
ENSDART00000152546,si:ch211-113a14.27-201,protein_coding
ENSDART00000131988,MPEG1-202,protein_coding
ENSDART00000077637,MPEG1-201,protein_coding
ENSDART00000172578,si:dkey-228b2.6-201,protein_coding
ENSDART00000134617,adssl-201,protein_coding
ENSDART00000145467,adssl-202,processed_transcript
ENSDART00000168214,si:ch211-146f2.7-201,antisense
ENSDART00000159056,si:dkey-27i16.2-201,protein_coding
ENSDART00000135207,rbm4.3-201,protein_coding
ENSDART00000184407,rbm4.3-203,protein_coding
ENSDART00000146801,rbm4.3-202,protein_coding
ENSDART00000099769,CCDC22-201,protein_coding
ENSDART00000191830,DOK4-204,protein_coding
ENSDART00000188250,DOK4-203,protein_coding
ENSDART00000113998,DOK4-201,protein_coding
ENSDART00000182903,DOK4-202,protein_coding
ENSDART00000152512,si:ch211-207d24.1-201,lincRNA
ENSDART00000174193,si:ch211-160m3.4-201,antisense
ENSDART00000111022,sele-201,protein_coding
ENSDART00000136834,sele-202,protein_coding
ENSDART00000133463,npy8ar-201,protein_coding
ENSDART00000134282,npy8ar-202,protein_coding
ENSDART00000156238,si:ch211-81n22.2-201,antisense
ENSDART00000136039,FNDC1-202,protein_coding
ENSDART00000014163,FNDC1-201,protein_coding
ENSDART00000110673,IL10-201,protein_coding
ENSDART00000009827,hoxa2b-201,protein_coding
ENSDART00000151421,si:ch211-251g8.5-201,protein_coding
ENSDART00000083229,MBLAC2-201,protein_coding
ENSDART00000182309,si:dkey-182i3.8-204,protein_coding
ENSDART00000152523,si:dkey-182i3.8-202,protein_coding
ENSDART00000152422,si:dkey-182i3.8-201,retained_intron
ENSDART00000152786,si:dkey-182i3.8-203,protein_coding
ENSDART00000010813,foxa3-201,protein_coding
ENSDART00000136250,LHX2-202,protein_coding
ENSDART00000148020,LHX2-201,protein_coding
ENSDART00000063703,si:dkey-71h2.2-201,protein_coding
ENSDART00000161065,si:dkey-71h2.2-202,protein_coding
ENSDART00000187707,si:dkey-71h2.2-203,protein_coding
ENSDART00000131457,si:dkey-284e7.2-201,retained_intron
ENSDART00000138612,si:dkey-284e7.2-204,retained_intron
ENSDART00000142007,si:dkey-284e7.2-205,processed_transcript
ENSDART00000134786,si:dkey-284e7.2-203,processed_transcript
ENSDART00000132022,si:dkey-284e7.2-202,processed_transcript
ENSDART00000145959,SIK2-201,protein_coding
ENSDART00000144592,SIK2-202,processed_transcript
ENSDART00000089961,SIK2-203,protein_coding
ENSDART00000097531,tomm7-201,protein_coding
ENSDART00000160533,tomm7-202,protein_coding
ENSDART00000142111,cldng-202,protein_coding
ENSDART00000192758,cldng-203,protein_coding
ENSDART00000015547,cldng-201,protein_coding
ENSDART00000019957,DDX39A-201,protein_coding
ENSDART00000157379,si:dkey-146l2.3-201,antisense
ENSDART00000157293,si:ch73-142b20.1-203,sense_intronic
ENSDART00000154762,si:ch73-142b20.1-202,sense_intronic
ENSDART00000154308,si:ch73-142b20.1-201,sense_intronic
ENSDART00000049684,BAG2-201,protein_coding
ENSDART00000133535,si:dkey-56m15.6-201,protein_coding
ENSDART00000172382,si:ch211-197b11.1-201,lincRNA
ENSDART00000092104,PXK-201,protein_coding
ENSDART00000178425,M6PR-203,protein_coding
ENSDART00000017142,M6PR-202,protein_coding
ENSDART00000138306,M6PR-201,protein_coding
ENSDART00000132833,vwa7-201,protein_coding
ENSDART00000157139,TMBIM1-201,protein_coding
ENSDART00000142506,si:dkey-81h8.1-201,protein_coding
ENSDART00000141515,pimr127-201,protein_coding
ENSDART00000160844,si:ch211-132d3.5-201,lincRNA
ENSDART00000170852,si:ch211-132d3.5-202,lincRNA
ENSDART00000155419,si:ch211-84g22.1-201,lincRNA
ENSDART00000155587,ARFGAP3-202,nonsense_mediated_decay
ENSDART00000156692,ARFGAP3-201,protein_coding
ENSDART00000161571,traj32-201,TR_J_gene
ENSDART00000017968,SIRT4-201,protein_coding
ENSDART00000189857,SIRT4-203,protein_coding
ENSDART00000181706,SIRT4-204,protein_coding
ENSDART00000154100,SIRT4-202,protein_coding
ENSDART00000057686,CALHM2-201,protein_coding
ENSDART00000158093,CALHM2-202,protein_coding
ENSDART00000173588,MAJIN-201,protein_coding
ENSDART00000109983,OXGR1-201,protein_coding
ENSDART00000152195,si:ch211-113a14.18-201,protein_coding
ENSDART00000134843,sst6-201,processed_transcript
ENSDART00000146411,sst6-202,protein_coding
ENSDART00000102583,sytl1-201,protein_coding
ENSDART00000149008,KPNA4-201,protein_coding
ENSDART00000149633,KPNA4-203,retained_intron
ENSDART00000034456,KPNA4-202,protein_coding
ENSDART00000073402,hist1h2a1-201,protein_coding
ENSDART00000166464,WDR18-202,retained_intron
ENSDART00000060251,WDR18-201,protein_coding
ENSDART00000173053,lnc.182-201,lincRNA
ENSDART00000147979,si:dkey-155f10.2-201,processed_transcript
ENSDART00000153930,si:dkey-244a7.1-201,protein_coding
ENSDART00000171375,si:dkey-244a7.1-202,protein_coding
ENSDART00000187022,QKI-205,protein_coding
ENSDART00000123988,QKI-201,protein_coding
ENSDART00000027034,QKI-204,protein_coding
ENSDART00000153020,QKI-203,protein_coding
ENSDART00000153007,QKI-202,protein_coding
ENSDART00000133508,YIPF1-203,protein_coding
ENSDART00000143085,YIPF1-202,protein_coding
ENSDART00000006748,YIPF1-201,protein_coding
ENSDART00000103219,SELENOO-201,protein_coding
ENSDART00000169276,GRM6-202,protein_coding
ENSDART00000138993,GRM6-201,protein_coding
ENSDART00000002741,ITPRIP-201,protein_coding
ENSDART00000104083,s100v2-201,protein_coding
ENSDART00000132430,s100v2-202,protein_coding
ENSDART00000186509,si:ch211-1a19.3-202,protein_coding
ENSDART00000172220,si:ch211-1a19.3-201,protein_coding
ENSDART00000171446,HAL-201,protein_coding
ENSDART00000113224,GNA13-201,protein_coding
ENSDART00000155926,si:ch73-206p6.1-202,protein_coding
ENSDART00000154464,si:ch73-206p6.1-201,protein_coding
ENSDART00000173409,SOS1-205,protein_coding
ENSDART00000172829,SOS1-203,retained_intron
ENSDART00000173293,SOS1-206,protein_coding
ENSDART00000173424,SOS1-204,protein_coding
ENSDART00000173341,SOS1-202,protein_coding
ENSDART00000172826,SOS1-201,protein_coding
ENSDART00000168295,SOS1-207,protein_coding
ENSDART00000111382,COPA-201,processed_transcript
ENSDART00000138874,COPA-202,retained_intron
ENSDART00000176827,COPA-205,protein_coding
ENSDART00000136159,COPA-203,processed_transcript
ENSDART00000048277,COPA-204,protein_coding
ENSDART00000131271,DLGAP1-201,protein_coding
ENSDART00000181774,DLGAP1-202,protein_coding
ENSDART00000087647,ugt5c2-202,protein_coding
ENSDART00000087645,ugt5c2-201,protein_coding
ENSDART00000155800,si:dkey-199l17.8-201,lincRNA
ENSDART00000114811,ARHGEF16-203,protein_coding
ENSDART00000142979,ARHGEF16-201,protein_coding
ENSDART00000143110,ARHGEF16-202,processed_transcript
ENSDART00000156793,znf1115-201,protein_coding
ENSDART00000148963,si:dkey-119g10.5-201,lincRNA
ENSDART00000157214,si:dkey-7j22.2-201,protein_coding
ENSDART00000127520,acvr1l-203,protein_coding
ENSDART00000122860,acvr1l-202,protein_coding
ENSDART00000017977,acvr1l-201,protein_coding
ENSDART00000140138,acvr1l-204,retained_intron
ENSDART00000122074,SLC1A7-202,protein_coding
ENSDART00000144183,SLC1A7-201,protein_coding
ENSDART00000153890,si:ch211-231m23.4-202,protein_coding
ENSDART00000060522,si:ch211-231m23.4-201,protein_coding
ENSDART00000040804,PRAF2-201,protein_coding
ENSDART00000003879,FAM199X-201,protein_coding
ENSDART00000134527,ftr57-202,protein_coding
ENSDART00000112220,ftr57-201,protein_coding
ENSDART00000029588,kng1-201,protein_coding
ENSDART00000137548,kng1-202,protein_coding
ENSDART00000147006,kng1-203,protein_coding
ENSDART00000076160,mustn1a-201,protein_coding
ENSDART00000161603,ARID1A-202,processed_transcript
ENSDART00000182732,ARID1A-203,protein_coding
ENSDART00000164386,ARID1A-201,protein_coding
ENSDART00000110443,FST-201,protein_coding
ENSDART00000080772,FST-202,protein_coding
ENSDART00000158606,pimr210-201,protein_coding
ENSDART00000031885,si:ch73-106l15.2-201,protein_coding
ENSDART00000181938,si:ch73-106l15.2-202,protein_coding
ENSDART00000140256,si:ch211-245l1.2-201,processed_transcript
ENSDART00000075129,LRRC47-201,protein_coding
ENSDART00000156850,BICRAL-202,protein_coding
ENSDART00000027379,BICRAL-201,protein_coding
ENSDART00000129989,C14HXorf65-201,protein_coding
ENSDART00000147458,LSM6-202,protein_coding
ENSDART00000053773,LSM6-201,protein_coding
ENSDART00000080256,nefma-201,protein_coding
ENSDART00000083558,smpd5-201,protein_coding
ENSDART00000124691,smpd5-202,protein_coding
ENSDART00000163188,ZNF648-201,protein_coding
ENSDART00000150743,SBF1-201,retained_intron
ENSDART00000159762,SBF1-205,protein_coding
ENSDART00000091599,SBF1-204,protein_coding
ENSDART00000132362,SBF1-203,retained_intron
ENSDART00000109452,SBF1-202,protein_coding
ENSDART00000135530,SMIM8-201,protein_coding
ENSDART00000104784,SMIM8-202,protein_coding
ENSDART00000165059,SLC35F4-201,protein_coding
ENSDART00000165252,SLC35F4-202,protein_coding
ENSDART00000185840,SLC7A4-203,protein_coding
ENSDART00000184785,SLC7A4-204,protein_coding
ENSDART00000098701,SLC7A4-201,protein_coding
ENSDART00000109530,SLC7A4-202,protein_coding
ENSDART00000066179,npffl-201,protein_coding
ENSDART00000187109,npffl-202,protein_coding
ENSDART00000152696,RNLS-203,retained_intron
ENSDART00000152452,RNLS-202,protein_coding
ENSDART00000014536,RNLS-204,protein_coding
ENSDART00000135439,RNLS-201,retained_intron
ENSDART00000148128,VPS13D-201,protein_coding
ENSDART00000145408,VPS13D-202,protein_coding
ENSDART00000046613,VPS13D-203,protein_coding
ENSDART00000056990,si:ch211-62a1.1-201,transcribed_unprocessed_pseudogene
ENSDART00000150416,si:ch211-62a1.1-202,processed_transcript
ENSDART00000159797,ZMIZ2-201,protein_coding
ENSDART00000159954,ZMIZ2-202,protein_coding
ENSDART00000033746,GINS2-201,protein_coding
ENSDART00000115297,mss51-201,protein_coding
ENSDART00000156353,mss51-202,protein_coding
ENSDART00000077642,ATOH1-201,protein_coding
ENSDART00000097686,zgc:153990-201,protein_coding
ENSDART00000043455,SMAD3-201,protein_coding
ENSDART00000103639,ARF3-201,protein_coding
ENSDART00000163160,si:dkey-13m1.5-202,protein_coding
ENSDART00000102548,si:dkey-13m1.5-201,protein_coding
ENSDART00000049010,TEKT4-201,protein_coding
ENSDART00000141664,,processed_transcript
ENSDART00000145727,cxcr3.2-201,protein_coding
ENSDART00000141440,CAPNS1-203,processed_transcript
ENSDART00000125653,CAPNS1-201,protein_coding
ENSDART00000131339,CAPNS1-206,protein_coding
ENSDART00000144932,CAPNS1-205,processed_transcript
ENSDART00000140676,CAPNS1-202,processed_transcript
ENSDART00000015240,CAPNS1-204,protein_coding
ENSDART00000162843,si:dkey-18f7.2-201,sense_intronic
ENSDART00000102870,SLC41A1-201,protein_coding
ENSDART00000192096,SLC41A1-202,protein_coding
ENSDART00000133867,ARFIP2-201,protein_coding
ENSDART00000152513,ARFIP2-203,protein_coding
ENSDART00000082315,ARFIP2-206,protein_coding
ENSDART00000152300,ARFIP2-205,retained_intron
ENSDART00000152545,ARFIP2-202,protein_coding
ENSDART00000152139,ARFIP2-204,protein_coding
ENSDART00000126792,F2R-201,protein_coding
ENSDART00000182700,CAPG-202,protein_coding
ENSDART00000154313,CAPG-203,protein_coding
ENSDART00000051550,CAPG-201,protein_coding
ENSDART00000136343,si:dkeyp-27c8.1-206,protein_coding
ENSDART00000135713,si:dkeyp-27c8.1-205,protein_coding
ENSDART00000140492,si:dkeyp-27c8.1-207,protein_coding
ENSDART00000041833,FITM2-201,protein_coding
ENSDART00000056963,STK25-201,protein_coding
ENSDART00000146425,STK25-202,protein_coding
ENSDART00000109642,TET1-202,protein_coding
ENSDART00000141009,TET1-201,protein_coding
ENSDART00000127362,si:ch73-109i22.2-201,protein_coding
ENSDART00000181859,si:ch73-109i22.2-202,protein_coding
ENSDART00000010261,PNO1-202,protein_coding
ENSDART00000121970,PNO1-201,retained_intron
ENSDART00000148066,ZNF395-201,protein_coding
ENSDART00000186130,ZNF395-203,protein_coding
ENSDART00000152845,ZNF395-202,protein_coding
ENSDART00000109416,SMC2-202,protein_coding
ENSDART00000135274,SMC2-201,processed_transcript
ENSDART00000078232,cdh10a-201,protein_coding
ENSDART00000164178,prrt2-201,protein_coding
ENSDART00000024619,gorasp1a-201,protein_coding
ENSDART00000159173,GPR25-201,protein_coding
ENSDART00000135467,snapc1b-203,processed_transcript
ENSDART00000003888,snapc1b-201,protein_coding
ENSDART00000134318,snapc1b-202,processed_transcript
ENSDART00000142615,si:ch211-278b7.7-201,lincRNA
ENSDART00000025227,PICALM-201,protein_coding
ENSDART00000148828,PICALM-203,protein_coding
ENSDART00000178280,PICALM-206,protein_coding
ENSDART00000034242,PICALM-202,protein_coding
ENSDART00000123033,PICALM-205,protein_coding
ENSDART00000148503,PICALM-204,protein_coding
ENSDART00000144502,si:dkeyp-66d7.4-201,antisense
ENSDART00000157824,SLC6A15-202,protein_coding
ENSDART00000125353,SLC6A15-201,protein_coding
ENSDART00000156719,mycbp-205,protein_coding
ENSDART00000154826,mycbp-202,protein_coding
ENSDART00000126976,mycbp-201,protein_coding
ENSDART00000156396,mycbp-203,protein_coding
ENSDART00000156560,mycbp-204,retained_intron
ENSDART00000141432,si:dkeyp-27c8.1-204,protein_coding
ENSDART00000136230,si:dkeyp-27c8.1-203,protein_coding
ENSDART00000086613,si:dkeyp-27c8.1-201,protein_coding
ENSDART00000133414,si:dkeyp-27c8.1-202,protein_coding
ENSDART00000149838,map2k2b-203,protein_coding
ENSDART00000099839,map2k2b-201,protein_coding
ENSDART00000148686,map2k2b-202,retained_intron
ENSDART00000174011,si:cabz01007812.1-202,protein_coding
ENSDART00000173654,si:cabz01007812.1-201,protein_coding
ENSDART00000167271,zgc:112966-202,protein_coding
ENSDART00000170742,zgc:112966-203,nonsense_mediated_decay
ENSDART00000162534,zgc:112966-201,retained_intron
ENSDART00000153537,ITGA11-201,protein_coding
ENSDART00000185527,ITGA11-203,protein_coding
ENSDART00000154865,ITGA11-202,protein_coding
ENSDART00000143231,FERD3L-201,protein_coding
ENSDART00000150476,si:dkeyp-53e4.2-201,protein_coding
ENSDART00000138849,gtsf1-203,protein_coding
ENSDART00000000992,gtsf1-201,protein_coding
ENSDART00000138156,gtsf1-202,processed_transcript
ENSDART00000156568,si:dkey-183n6.8-201,antisense
ENSDART00000152569,si:dkey-208k4.7-201,lincRNA
ENSDART00000161654,si:dkey-208k4.7-202,lincRNA
ENSDART00000123117,GGH-201,protein_coding
ENSDART00000163130,si:ch211-199m8.2-202,processed_transcript
ENSDART00000158818,si:ch211-199m8.2-201,retained_intron
ENSDART00000045792,RBM24-201,protein_coding
ENSDART00000154189,RBM24-202,protein_coding
ENSDART00000141989,ftr11-202,protein_coding
ENSDART00000005767,ftr11-201,protein_coding
ENSDART00000171842,proser1-203,protein_coding
ENSDART00000128902,proser1-201,protein_coding
ENSDART00000190684,proser1-204,protein_coding
ENSDART00000163102,proser1-202,protein_coding
ENSDART00000157410,NADSYN1-201,protein_coding
ENSDART00000169614,NADSYN1-202,protein_coding
ENSDART00000147207,pik3r2-201,protein_coding
ENSDART00000170467,pik3r2-202,protein_coding
ENSDART00000169362,si:dkey-123o10.3-201,processed_transcript
ENSDART00000136655,NDUFA3-201,protein_coding
ENSDART00000174346,si:dkey-240n22.9-201,protein_coding
ENSDART00000080423,CTSD-201,protein_coding
ENSDART00000148584,CTSD-202,nonsense_mediated_decay
ENSDART00000149598,CTSD-203,retained_intron
ENSDART00000147363,QDPR-202,processed_transcript
ENSDART00000123789,QDPR-201,protein_coding
ENSDART00000134941,PRC1-202,protein_coding
ENSDART00000141926,PRC1-201,protein_coding
ENSDART00000145949,BMI1-203,protein_coding
ENSDART00000066765,BMI1-201,protein_coding
ENSDART00000129554,BMI1-202,protein_coding
ENSDART00000076023,angpt2b-201,protein_coding
ENSDART00000137341,zgc:171717-201,protein_coding
ENSDART00000148740,si:dkey-13k17.1-201,lincRNA
ENSDART00000093269,zgc:153642-201,protein_coding
ENSDART00000165589,si:dkey-201g16.6-201,lincRNA
ENSDART00000030553,TOP3B-201,protein_coding
ENSDART00000176774,TOP3B-202,protein_coding
ENSDART00000154046,si:ch73-240m14.2-201,lincRNA
ENSDART00000149924,CDC14B-206,protein_coding
ENSDART00000149257,CDC14B-203,nonsense_mediated_decay
ENSDART00000148441,CDC14B-205,retained_intron
ENSDART00000150064,CDC14B-207,protein_coding
ENSDART00000149605,CDC14B-202,protein_coding
ENSDART00000150073,CDC14B-204,retained_intron
ENSDART00000190371,CDC14B-208,protein_coding
ENSDART00000148654,CDC14B-201,protein_coding
ENSDART00000184378,CDC42EP2-202,protein_coding
ENSDART00000076083,CDC42EP2-201,protein_coding
ENSDART00000142882,si:rp71-23d18.4-201,protein_coding
ENSDART00000081208,tapbpl-201,protein_coding
ENSDART00000154217,tapbpl-202,protein_coding
ENSDART00000160482,kifc1-202,protein_coding
ENSDART00000158758,kifc1-201,protein_coding
ENSDART00000193566,kifc1-203,protein_coding
ENSDART00000051763,RPS3A-201,protein_coding
ENSDART00000143428,RPS3A-203,retained_intron
ENSDART00000137066,RPS3A-202,retained_intron
ENSDART00000154115,hmga1b-201,protein_coding
ENSDART00000156554,hmga1b-202,retained_intron
ENSDART00000088027,SSX2IP-202,protein_coding
ENSDART00000189054,SSX2IP-203,protein_coding
ENSDART00000140430,SSX2IP-201,protein_coding
ENSDART00000144995,MFSD3-201,protein_coding
ENSDART00000165147,MFSD3-202,protein_coding
ENSDART00000173067,ntrnl3-201,protein_coding
ENSDART00000115088,BIRC5-201,protein_coding
ENSDART00000184668,ARPC4-203,protein_coding
ENSDART00000143889,ARPC4-202,processed_transcript
ENSDART00000019845,ARPC4-204,protein_coding
ENSDART00000146470,ARPC4-201,protein_coding
ENSDART00000024194,kif11-201,protein_coding
