dblink_linked_recid,dblink_acc_num,dblink_info,dblink_zdb_id,dblink_acc_num_display,dblink_length,dblink_fdbcont_zdb_id,incoming_info,incoming_length,incoming_length_matches
ZDB-GENE-060929-424,E7FH11,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-438,E7FH11,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,467,FALSE
ZDB-GENE-060929-592,Q08CD9,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-351,Q08CD9,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,629,FALSE
ZDB-GENE-061013-767,C5J7W8,,ZDB-DBLINK-220725-7,C5J7W8,3640,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,3640,TRUE
ZDB-GENE-061214-4,S5TZ89,2022-08-30 Swiss-Prot,ZDB-DBLINK-220830-147946,S5TZ89,1470,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,1470,TRUE
ZDB-GENE-070112-2042,A0A0R4IZQ0,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-701,A0A0R4IZQ0,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,207,FALSE
ZDB-GENE-070112-2072,A1L1F6,,ZDB-DBLINK-220706-11,A1L1F6,843,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,843,TRUE
ZDB-GENE-070112-2332,A1L1P5,2022-08-30 Swiss-Prot,ZDB-DBLINK-220830-206699,A1L1P5,531,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,531,TRUE
ZDB-GENE-070117-757,E7F2B6,,ZDB-DBLINK-171222-4,E7F2B6,777,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,777,TRUE
ZDB-GENE-070202-9,B7ZC96,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-158,B7ZC96,1184,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,1184,TRUE
ZDB-GENE-070202-9,F1QYL4,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-159,F1QYL4,1229,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,1205,FALSE
ZDB-GENE-070402-3,F1Q930,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-296,F1Q930,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,377,FALSE
ZDB-GENE-070412-3,A8DU70,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-46,A8DU70,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,624,FALSE
ZDB-GENE-070424-17,A9C3N6,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-20,A9C3N6,236,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,236,TRUE
ZDB-GENE-070424-32,A3KNR6,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-456,A3KNR6,173,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,173,TRUE
ZDB-GENE-070518-1,A0JME6,,ZDB-DBLINK-221005-8,A0JME6,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,197,FALSE
ZDB-GENE-070705-176,Q7YP14,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-408,Q7YP14,326,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,326,TRUE
ZDB-GENE-070705-367,A5WUV2,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-470,A5WUV2,247,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,247,TRUE
ZDB-GENE-070705-377,A9JSZ8,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-393,A9JSZ8,557,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,557,TRUE
ZDB-GENE-070705-407,A0A8M9Q2E0,,ZDB-DBLINK-230104-2,A0A8M9Q2E0,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,1078,FALSE
ZDB-GENE-070705-492,F6PDD5,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-346,F6PDD5,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,366,FALSE
ZDB-GENE-070801-1,E7F700,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-658,E7F700,1053,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,1052,FALSE
ZDB-GENE-070806-107,Q2PRG3,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-80,Q2PRG3,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,305,FALSE
ZDB-GENE-070806-25,Q2PRG9,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-443,Q2PRG9,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,310,FALSE
ZDB-GENE-070806-49,E9QEM9,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-294,E9QEM9,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,322,FALSE
ZDB-GENE-070806-6,Q2PRH6,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-28,Q2PRH6,308,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,308,TRUE
ZDB-GENE-071119-2,P86839,,ZDB-DBLINK-170831-3,P86839,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,1265,FALSE
ZDB-GENE-080107-7,A0A8M1PAC4,,ZDB-DBLINK-230509-8,A0A8M1PAC4,604,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,604,TRUE
ZDB-GENE-080204-1,F1Q575,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-58,F1Q575,330,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,330,TRUE
ZDB-GENE-080212-5,A0A0N4SU37,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-511,A0A0N4SU37,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,588,FALSE
ZDB-GENE-080213-10,A9JSZ7,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-336,A9JSZ7,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,372,FALSE
ZDB-GENE-080213-2,I3ISK5,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-211,I3ISK5,532,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,532,TRUE
ZDB-GENE-080227-6,D3XD58,,ZDB-DBLINK-221102-8,D3XD58,527,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,527,TRUE
ZDB-GENE-080227-7,A0A8M1NVN7,,ZDB-DBLINK-230207-3,A0A8M1NVN7,519,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,519,TRUE
ZDB-GENE-080402-3,C0Z3T1,,ZDB-DBLINK-220705-1,C0Z3T1,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,260,FALSE
ZDB-GENE-080411-1,F1R342,,ZDB-DBLINK-171003-4,F1R342,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,244,FALSE
ZDB-GENE-080514-1,Q5CZP4,,ZDB-DBLINK-220707-18,Q5CZP4,562,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,562,TRUE
ZDB-GENE-080616-2,A8C986,2022-08-30 Swiss-Prot,ZDB-DBLINK-220830-81682,A8C986,555,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,555,TRUE
ZDB-GENE-080721-23,F1QH37,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-66,F1QH37,533,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,533,TRUE
ZDB-GENE-080723-16,A0A8M2B3A2,,ZDB-DBLINK-230525-3,A0A8M2B3A2,806,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,806,TRUE
ZDB-GENE-080723-16,F1Q8X9,2022-08-30 Swiss-Prot,ZDB-DBLINK-220830-14881,F1Q8X9,830,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,830,TRUE
ZDB-GENE-080723-3,B3DJF8,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-388,B3DJF8,124,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,124,TRUE
ZDB-GENE-080818-5,A0A8M3B325,,ZDB-DBLINK-230510-4,A0A8M3B325,384,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,384,TRUE
ZDB-GENE-080818-5,A0A8N7TDP2,,ZDB-DBLINK-230510-3,A0A8N7TDP2,378,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,378,TRUE
ZDB-GENE-080917-25,A0A0R4ICL0,2022-08-30 Swiss-Prot,ZDB-DBLINK-220830-11251,A0A0R4ICL0,1476,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,1476,TRUE
ZDB-GENE-081013-6,A4ZNR5,Kenneth Frazer 02/03/2010,ZDB-DBLINK-100203-1,A4ZNR5,409,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,409,TRUE
ZDB-GENE-081022-3,E7F9T0,,ZDB-DBLINK-171110-1,E7F9T0,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,1214,FALSE
ZDB-GENE-081104-317,A0A0G2KYH9,,ZDB-DBLINK-170419-4,A0A0G2KYH9,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,98,FALSE
ZDB-GENE-081104-492,B7ZCZ6,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-106,B7ZCZ6,698,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,698,TRUE
ZDB-GENE-090303-2,A0A0G2KM47,,ZDB-DBLINK-230608-1,A0A0G2KM47,96,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,96,TRUE
ZDB-GENE-090313-116,P0DMC2,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-432,P0DMC2,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,58,FALSE
ZDB-GENE-090313-311,E7FDV5,,ZDB-DBLINK-220725-1,E7FDV5,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,295,FALSE
ZDB-GENE-090313-33,P0C8Y1,,ZDB-DBLINK-170921-3,P0C8Y1,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,75,FALSE
ZDB-GENE-090313-68,Q6NSM5,Sridhar Ramachandran 12/11/2009,ZDB-DBLINK-091211-11,Q6NSM5,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,454,FALSE
ZDB-GENE-090313-79,B7ZDC8,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-446,B7ZDC8,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,544,FALSE
ZDB-GENE-090507-4,Q6NWK7,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-96,Q6NWK7,451,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,451,TRUE
ZDB-GENE-090603-1,A0A8M1NYX9,,ZDB-DBLINK-230207-2,A0A8M1NYX9,979,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,979,TRUE
ZDB-GENE-090603-1,E7EY31,,ZDB-DBLINK-220708-8,E7EY31,1022,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,1022,TRUE
ZDB-GENE-090609-2,E7F707,,ZDB-DBLINK-180416-3,E7F707,420,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,420,TRUE
ZDB-GENE-090624-2,A0A8M1RH90,,ZDB-DBLINK-230209-1,A0A8M1RH90,193,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,193,TRUE
ZDB-GENE-090624-3,A0A0R4INZ4,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-783,A0A0R4INZ4,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,321,FALSE
ZDB-GENE-090710-2,A0A8M9PQX1,,ZDB-DBLINK-230525-8,A0A8M9PQX1,676,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,676,TRUE
ZDB-GENE-090908-6,A0A0G2L933,,ZDB-DBLINK-171219-2,A0A0G2L933,1072,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,1110,FALSE
ZDB-GENE-091020-1,A0A0G2L6W9,,ZDB-DBLINK-170327-2,A0A0G2L6W9,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,68,FALSE
ZDB-GENE-091112-12,F6P8X7,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-376,F6P8X7,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,445,FALSE
ZDB-GENE-091113-19,E9QFX7,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-148,E9QFX7,209,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,209,TRUE
ZDB-GENE-091204-117,P0CI65,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-121,P0CI65,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,1303,FALSE
ZDB-GENE-091204-150,X1WCX6,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-288,X1WCX6,1573,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,1573,TRUE
ZDB-GENE-091204-3,F1R0K2,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-357,F1R0K2,235,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,235,TRUE
ZDB-GENE-091204-400,A0A8M3AUR0,,ZDB-DBLINK-230614-5,A0A8M3AUR0,1368,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,1368,TRUE
ZDB-GENE-100209-4,E7F4N9,,ZDB-DBLINK-170221-109,E7F4N9,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,383,FALSE
ZDB-GENE-100215-1,A0A8M3B525,,ZDB-DBLINK-230629-7,A0A8M3B525,287,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,287,TRUE
ZDB-GENE-100308-4,E7F1N5,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-780,E7F1N5,573,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,573,TRUE
ZDB-GENE-100406-4,D3XDA0,2022-08-30 Swiss-Prot,ZDB-DBLINK-220830-201768,D3XDA0,531,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,531,TRUE
ZDB-GENE-100406-4,E7EZQ8,,ZDB-DBLINK-230215-1,E7EZQ8,531,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,531,TRUE
ZDB-GENE-100406-5,D3XDA3,2022-08-30 Swiss-Prot,ZDB-DBLINK-220830-45131,D3XDA3,531,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,531,TRUE
ZDB-GENE-100422-10,F1QZU9,,ZDB-DBLINK-170221-24,F1QZU9,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,389,FALSE
ZDB-GENE-100430-2,E7F995,,ZDB-DBLINK-171221-2,E7F995,893,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,893,TRUE
ZDB-GENE-100609-3,F1R5F8,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-97,F1R5F8,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,1924,FALSE
ZDB-GENE-100701-1,E7FFQ6,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-685,E7FFQ6,546,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,546,TRUE
ZDB-GENE-100721-1,E7F594,,ZDB-DBLINK-170221-106,E7F594,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,373,FALSE
ZDB-GENE-100921-86,P0DOC8,,ZDB-DBLINK-170831-4,P0DOC8,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,202,FALSE
ZDB-GENE-100922-146,E9QBW3,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-315,E9QBW3,121,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,121,TRUE
ZDB-GENE-100922-283,E7FAW3,,ZDB-DBLINK-171011-1,E7FAW3,2801,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,2801,TRUE
ZDB-GENE-101105-1,F1QFB7,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-594,F1QFB7,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,491,FALSE
ZDB-GENE-101230-3,A0A8M1P9M3,,ZDB-DBLINK-230524-2,A0A8M1P9M3,521,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,521,TRUE
ZDB-GENE-110125-2,E7F2R1,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-737,E7F2R1,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,1585,FALSE
ZDB-GENE-110203-4,F1QJL3,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-774,F1QJL3,635,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,656,FALSE
ZDB-GENE-110228-1,E7FBN5,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-725,E7FBN5,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,1032,FALSE
ZDB-GENE-110421-2,E7FH00,,ZDB-DBLINK-170221-42,E7FH00,909,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,909,TRUE
ZDB-GENE-110421-6,E7EYW1,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-866,E7EYW1,653,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,766,FALSE
ZDB-GENE-110428-1,E7F9M2,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-615,E7F9M2,355,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,454,FALSE
ZDB-GENE-110721-3,E7EXP5,,ZDB-DBLINK-170221-145,E7EXP5,362,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,362,TRUE
ZDB-GENE-110728-3,A0A0R4ICA2,,ZDB-DBLINK-171221-1,A0A0R4ICA2,939,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,939,TRUE
ZDB-GENE-110913-170,H0WER4,2022-08-30 Swiss-Prot,ZDB-DBLINK-220830-214514,H0WER4,415,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,415,TRUE
ZDB-GENE-110913-23,H0WFG6,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-505,H0WFG6,358,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,358,TRUE
ZDB-GENE-110920-8,F2Z4W9,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-36,F2Z4W9,453,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,453,TRUE
ZDB-GENE-111011-3,F1QHJ5,,ZDB-DBLINK-170221-36,F1QHJ5,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,607,FALSE
ZDB-GENE-111013-1,E7FE13,,ZDB-DBLINK-171017-2,E7FE13,971,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,971,TRUE
ZDB-GENE-111027-16,E7F0Y1,,ZDB-DBLINK-170221-127,E7F0Y1,200,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,200,TRUE
ZDB-GENE-111027-4,A0A8M1QKM2,,ZDB-DBLINK-230510-6,A0A8M1QKM2,590,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,590,TRUE
ZDB-GENE-111027-6,A0A8M1NT79,,ZDB-DBLINK-230518-2,A0A8M1NT79,1071,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,1071,TRUE
ZDB-GENE-111027-6,A0A8M3AT35,,ZDB-DBLINK-230518-3,A0A8M3AT35,1118,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,1118,TRUE
ZDB-GENE-111117-2,E7EZ53,,ZDB-DBLINK-171114-1,E7EZ53,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,118,FALSE
ZDB-GENE-111128-1,E7FBN7,,ZDB-DBLINK-170221-79,E7FBN7,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,1243,FALSE
ZDB-GENE-111201-4,E7FGK9,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-831,E7FGK9,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,1008,FALSE
ZDB-GENE-111215-1,F1REG3,,ZDB-DBLINK-170221-13,F1REG3,535,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,568,FALSE
ZDB-GENE-120206-1,F1QAA1,,ZDB-DBLINK-221004-8,F1QAA1,1283,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,1329,FALSE
ZDB-GENE-120206-4,A0A8M3BEE2,,ZDB-DBLINK-230608-4,A0A8M3BEE2,1881,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,1881,TRUE
ZDB-GENE-120206-4,A0A8M9QF19,,ZDB-DBLINK-230608-3,A0A8M9QF19,1907,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,1907,TRUE
ZDB-GENE-120206-4,A0A8M9QJE1,,ZDB-DBLINK-230608-6,A0A8M9QJE1,1804,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,1804,TRUE
ZDB-GENE-120206-4,A0A8M9QN58,,ZDB-DBLINK-230608-5,A0A8M9QN58,1830,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,1830,TRUE
ZDB-GENE-120214-17,B3DFT5,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-147,B3DFT5,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,206,FALSE
ZDB-GENE-120214-42,A5WUN3,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-155,A5WUN3,116,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,116,TRUE
ZDB-GENE-120223-5,F1QZX9,,ZDB-DBLINK-170221-23,F1QZX9,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,119,FALSE
ZDB-GENE-120229-2,A0A8M2BIB6,,ZDB-DBLINK-230629-2,A0A8M2BIB6,1063,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,1063,TRUE
ZDB-GENE-120229-2,A0A9F2KAY0,,ZDB-DBLINK-230629-1,A0A9F2KAY0,1063,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,1063,TRUE
ZDB-GENE-120402-2,A0A8M1RI72,,ZDB-DBLINK-230208-1,A0A8M1RI72,965,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,965,TRUE
ZDB-GENE-120406-9,F1QSR1,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-533,F1QSR1,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,374,FALSE
ZDB-GENE-120409-2,F1R879,,ZDB-DBLINK-170221-17,F1R879,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,125,FALSE
ZDB-GENE-120411-10,E7F705,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-828,E7F705,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,409,FALSE
ZDB-GENE-120514-2,F1QU19,Barbara Ruef 05/30/2012,ZDB-DBLINK-120530-1,F1QU19,388,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,450,FALSE
ZDB-GENE-120703-49,E7F8Q1,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-370,E7F8Q1,382,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,382,TRUE
ZDB-GENE-120711-3,E7FC68,,ZDB-DBLINK-170221-74,E7FC68,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,220,FALSE
ZDB-GENE-120727-16,E7FAU2,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-534,E7FAU2,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,225,FALSE
ZDB-GENE-120912-1,E7FDE0,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-355,E7FDE0,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,162,FALSE
ZDB-GENE-120913-3,E7FGN6,,ZDB-DBLINK-170221-45,E7FGN6,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,486,FALSE
ZDB-GENE-120913-4,E7F9Z5,,ZDB-DBLINK-171221-3,E7F9Z5,894,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,894,TRUE
ZDB-GENE-121017-2,F1RCY0,,ZDB-DBLINK-170221-15,F1RCY0,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,267,FALSE
ZDB-GENE-121017-3,E7FDV8,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-760,E7FDV8,1357,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,1357,TRUE
ZDB-GENE-121026-1,E7FCF4,,ZDB-DBLINK-170313-1,E7FCF4,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,277,FALSE
ZDB-GENE-121107-3,E7FDJ9,,ZDB-DBLINK-170221-64,E7FDJ9,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,355,FALSE
ZDB-GENE-121109-2,A0A0G2KXF6,,ZDB-DBLINK-170420-2,A0A0G2KXF6,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,385,FALSE
ZDB-GENE-121120-2,E7EXU6,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-298,E7EXU6,531,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,531,TRUE
ZDB-GENE-121129-1,E7F6G2,,ZDB-DBLINK-171227-7,E7F6G2,580,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,580,TRUE
ZDB-GENE-121214-116,R4GEY3,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-436,R4GEY3,199,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,199,TRUE
ZDB-GENE-121214-99,F1R9N6,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-429,F1R9N6,201,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,201,TRUE
ZDB-GENE-130129-2,E7F6U3,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-629,E7F6U3,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,450,FALSE
ZDB-GENE-130206-1,E7FFM2,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-554,E7FFM2,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,1622,FALSE
ZDB-GENE-130206-12,E7FBY0,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-560,E7FBY0,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,1128,FALSE
ZDB-GENE-130424-2,E7EY42,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-177,E7EY42,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,452,FALSE
ZDB-GENE-130530-1003,E7F6H3,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-577,E7F6H3,647,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,672,FALSE
ZDB-GENE-130530-1022,E7FDP1,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-841,E7FDP1,439,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,439,TRUE
