Transcript stable ID,Transcript name,Transcript type
ENSDART00000192611,ankhb-202,protein_coding
ENSDART00000111392,abcd1-201,protein_coding
ENSDART00000163232,abcd1-202,protein_coding
ENSDART00000153897,ndnfl-201,protein_coding
ENSDART00000161244,,lincRNA
ENSDART00000138670,,protein_coding
ENSDART00000133298,,processed_transcript
ENSDART00000139328,znf740b-204,processed_transcript
ENSDART00000131416,znf740b-201,processed_transcript
ENSDART00000132273,znf740b-202,protein_coding
ENSDART00000135232,znf740b-203,protein_coding
ENSDART00000021340,sycp3-201,protein_coding
ENSDART00000137930,sycp3-202,protein_coding
ENSDART00000163096,gpr22b-201,protein_coding
ENSDART00000104532,sox14-201,protein_coding
ENSDART00000006673,mvk-201,protein_coding
ENSDART00000165077,,protein_coding
ENSDART00000193378,,protein_coding
ENSDART00000109534,,protein_coding
ENSDART00000147739,gapdh-204,protein_coding
ENSDART00000135146,gapdh-202,protein_coding
ENSDART00000139939,gapdh-203,protein_coding
ENSDART00000063800,gapdh-201,protein_coding
ENSDART00000148397,gapdh-205,retained_intron
ENSDART00000163606,gapdh-206,protein_coding
ENSDART00000048831,tmem120aa-201,protein_coding
ENSDART00000190738,ap4b1-202,protein_coding
ENSDART00000018230,ap4b1-201,protein_coding
ENSDART00000188232,cers2a-204,protein_coding
ENSDART00000180291,cers2a-203,protein_coding
ENSDART00000025385,cers2a-201,protein_coding
ENSDART00000151134,cers2a-202,protein_coding
ENSDART00000187402,npr1a-202,protein_coding
ENSDART00000136244,npr1a-201,protein_coding
ENSDART00000098400,shc1-201,protein_coding
ENSDART00000133910,shc1-203,processed_transcript
ENSDART00000183963,shc1-205,protein_coding
ENSDART00000147609,shc1-204,protein_coding
ENSDART00000133607,shc1-202,processed_transcript
ENSDART00000040480,tfcp2l1-201,nonsense_mediated_decay
ENSDART00000146663,tfcp2l1-204,protein_coding
ENSDART00000139959,tfcp2l1-203,retained_intron
ENSDART00000139888,tfcp2l1-202,retained_intron
ENSDART00000180913,uba7-202,protein_coding
ENSDART00000155831,uba7-201,protein_coding
ENSDART00000122747,tmem30aa-201,protein_coding
ENSDART00000089642,fbxo31-201,protein_coding
ENSDART00000189158,fbxo31-202,protein_coding
ENSDART00000123392,rab11bb-201,protein_coding
ENSDART00000165045,rab11bb-202,nonsense_mediated_decay
ENSDART00000150156,tap1-201,protein_coding
ENSDART00000183957,tap1-202,protein_coding
ENSDART00000153904,,protein_coding
ENSDART00000169772,,transcribed_unprocessed_pseudogene
ENSDART00000157569,,processed_transcript
ENSDART00000151913,,protein_coding
ENSDART00000132477,,protein_coding
ENSDART00000061122,rfx6-201,protein_coding
ENSDART00000132310,rfx6-202,protein_coding
ENSDART00000113392,ggcta-201,protein_coding
ENSDART00000149417,tal2-201,protein_coding
ENSDART00000097530,si:ch211-149a19.3-201,protein_coding
ENSDART00000192739,si:ch211-149a19.3-205,protein_coding
ENSDART00000144113,si:ch211-149a19.3-202,protein_coding
ENSDART00000186176,si:ch211-149a19.3-204,protein_coding
ENSDART00000181795,si:ch211-149a19.3-203,protein_coding
ENSDART00000135754,nrd1a-201,protein_coding
ENSDART00000140474,nrd1a-202,protein_coding
ENSDART00000186638,nrd1a-203,protein_coding
ENSDART00000133473,,processed_transcript
ENSDART00000136553,,protein_coding
ENSDART00000136143,or90d2-201,protein_coding
ENSDART00000152816,scrn2-202,protein_coding
ENSDART00000161314,scrn2-203,protein_coding
ENSDART00000063857,scrn2-201,protein_coding
ENSDART00000132119,max-203,processed_transcript
ENSDART00000153271,max-207,retained_intron
ENSDART00000135720,max-204,protein_coding
ENSDART00000137425,max-205,protein_coding
ENSDART00000046035,max-201,protein_coding
ENSDART00000139843,max-206,protein_coding
ENSDART00000129858,max-202,protein_coding
ENSDART00000143642,lamtor4-201,protein_coding
ENSDART00000149485,clec3ba-202,protein_coding
ENSDART00000108735,clec3ba-201,protein_coding
ENSDART00000146963,usf1l-205,protein_coding
ENSDART00000137558,usf1l-203,protein_coding
ENSDART00000134900,usf1l-202,protein_coding
ENSDART00000005263,usf1l-201,protein_coding
ENSDART00000147569,usf1l-206,protein_coding
ENSDART00000143770,usf1l-204,processed_transcript
ENSDART00000086260,tmt1a.3-201,protein_coding
ENSDART00000169734,,processed_transcript
ENSDART00000146864,si:dkey-253d23.3-202,protein_coding
ENSDART00000105942,si:dkey-253d23.3-201,protein_coding
ENSDART00000029727,atg5-201,protein_coding
ENSDART00000149086,atg5-202,protein_coding
ENSDART00000060196,anpeplb-201,protein_coding
ENSDART00000090332,neurl2-201,protein_coding
ENSDART00000160218,zgc:113119-202,protein_coding
ENSDART00000110144,zgc:113119-201,protein_coding
ENSDART00000134031,b3gnt7-202,protein_coding
ENSDART00000056169,b3gnt7-201,protein_coding
ENSDART00000104720,plex9.1-201,protein_coding
ENSDART00000006514,gtf2f2b-201,protein_coding
ENSDART00000052067,insl3-201,protein_coding
ENSDART00000098982,si:ch1073-429i10.3-201,protein_coding
ENSDART00000151594,si:ch1073-429i10.3-202,protein_coding
ENSDART00000153985,,antisense
ENSDART00000145618,si:dkey-75a21.2-201,protein_coding
ENSDART00000148088,micos13-202,protein_coding
ENSDART00000105485,micos13-201,protein_coding
ENSDART00000189025,,protein_coding
ENSDART00000159625,,protein_coding
ENSDART00000185516,,protein_coding
ENSDART00000189576,,protein_coding
ENSDART00000154216,,protein_coding
ENSDART00000163636,srcin1b-201,processed_transcript
ENSDART00000168060,srcin1b-202,processed_transcript
ENSDART00000168181,srcin1b-203,protein_coding
ENSDART00000172841,,protein_coding
ENSDART00000166776,foxo6a-201,protein_coding
ENSDART00000173864,,protein_coding
ENSDART00000077978,s100t-201,protein_coding
ENSDART00000138130,s100t-202,protein_coding
ENSDART00000149784,scn3b-202,protein_coding
ENSDART00000149017,scn3b-201,protein_coding
ENSDART00000102482,eny2-201,protein_coding
ENSDART00000136215,eny2-202,protein_coding
ENSDART00000152780,tex2l-202,protein_coding
ENSDART00000152757,tex2l-201,protein_coding
ENSDART00000042158,serhl-201,protein_coding
ENSDART00000125237,serhl-202,processed_transcript
ENSDART00000133512,fosl1b-201,protein_coding
ENSDART00000136765,ela2-201,protein_coding
ENSDART00000004065,rab7b-201,protein_coding
ENSDART00000184788,rab7b-203,protein_coding
ENSDART00000180906,rab7b-202,protein_coding
ENSDART00000021559,coro1b-201,protein_coding
ENSDART00000173801,coro1b-202,retained_intron
ENSDART00000100778,arpin-201,protein_coding
ENSDART00000059028,hvcn1-201,protein_coding
ENSDART00000158584,hvcn1-202,retained_intron
ENSDART00000139708,plekhg7-203,retained_intron
ENSDART00000091339,plekhg7-201,protein_coding
ENSDART00000127769,plekhg7-202,protein_coding
ENSDART00000084503,trmt10b-201,protein_coding
ENSDART00000192779,trmt10b-203,protein_coding
ENSDART00000173079,trmt10b-202,protein_coding
ENSDART00000146571,,antisense
ENSDART00000057644,lhx4-201,protein_coding
ENSDART00000146215,MYO1H-201,protein_coding
ENSDART00000089014,MYO1H-202,protein_coding
ENSDART00000089339,dph7-201,protein_coding
ENSDART00000138209,dph7-202,processed_transcript
ENSDART00000032393,ginm1-201,protein_coding
ENSDART00000153309,ginm1-202,retained_intron
ENSDART00000138821,nfil3-201,protein_coding
ENSDART00000168894,,protein_coding
ENSDART00000180875,ttf1.1-202,protein_coding
ENSDART00000142862,ttf1.1-201,protein_coding
ENSDART00000188939,ttf1.1-203,protein_coding
ENSDART00000191724,ttf1.1-204,protein_coding
ENSDART00000170520,zgc:171673-201,protein_coding
ENSDART00000174362,zgc:171673-202,protein_coding
ENSDART00000165614,,protein_coding
ENSDART00000163916,,protein_coding
ENSDART00000165307,,protein_coding
ENSDART00000020598,hnrnpua-201,protein_coding
ENSDART00000161414,meis2a-203,protein_coding
ENSDART00000160507,meis2a-202,protein_coding
ENSDART00000193368,meis2a-206,protein_coding
ENSDART00000171700,meis2a-204,retained_intron
ENSDART00000186979,meis2a-205,protein_coding
ENSDART00000158273,meis2a-201,protein_coding
ENSDART00000162399,tacc3-204,protein_coding
ENSDART00000122810,tacc3-202,protein_coding
ENSDART00000002750,tacc3-201,protein_coding
ENSDART00000145884,tacc3-203,protein_coding
ENSDART00000004273,,protein_coding
ENSDART00000079879,cyp27a3-201,protein_coding
ENSDART00000114546,dusp12-201,protein_coding
ENSDART00000179247,dusp12-205,protein_coding
ENSDART00000155439,dusp12-204,protein_coding
ENSDART00000136113,dusp12-202,protein_coding
ENSDART00000143437,dusp12-203,protein_coding
ENSDART00000149893,NEXMIF-201,protein_coding
ENSDART00000138430,,processed_transcript
ENSDART00000186197,fbxo38-203,protein_coding
ENSDART00000020625,fbxo38-201,protein_coding
ENSDART00000185861,fbxo38-202,protein_coding
ENSDART00000164016,KIF16B-202,protein_coding
ENSDART00000168685,KIF16B-201,protein_coding
ENSDART00000173747,,antisense
ENSDART00000084861,cisha-201,protein_coding
ENSDART00000140108,cisha-203,protein_coding
ENSDART00000140573,cisha-204,retained_intron
ENSDART00000136538,cisha-202,protein_coding
ENSDART00000115078,thpo-201,protein_coding
ENSDART00000184324,,unprocessed_pseudogene
ENSDART00000034883,mcf2a-201,protein_coding
ENSDART00000148830,mcf2a-202,protein_coding
ENSDART00000180391,mcf2a-203,protein_coding
ENSDART00000186724,mcf2a-204,protein_coding
ENSDART00000174388,or93a6-201,protein_coding
ENSDART00000040397,prdx2-201,protein_coding
ENSDART00000147845,nrbp1-201,protein_coding
ENSDART00000148952,tgfbrap1-202,retained_intron
ENSDART00000087797,tgfbrap1-201,protein_coding
ENSDART00000149888,tgfbrap1-203,retained_intron
ENSDART00000056162,,protein_coding
ENSDART00000039079,,protein_coding
ENSDART00000135156,vil1-202,protein_coding
ENSDART00000148298,vil1-204,retained_intron
ENSDART00000059228,vil1-201,protein_coding
ENSDART00000138397,vil1-203,retained_intron
ENSDART00000192903,vil1-207,protein_coding
ENSDART00000188558,vil1-206,protein_coding
ENSDART00000185210,vil1-205,protein_coding
ENSDART00000024199,atp5fa1-201,protein_coding
ENSDART00000130030,atp5fa1-202,retained_intron
ENSDART00000142851,,protein_coding
ENSDART00000145843,pth1b-201,protein_coding
ENSDART00000008603,prepl-201,protein_coding
ENSDART00000138197,ndrg3b-203,processed_transcript
ENSDART00000147636,ndrg3b-207,retained_intron
ENSDART00000143553,ndrg3b-205,processed_transcript
ENSDART00000134979,ndrg3b-202,retained_intron
ENSDART00000139542,ndrg3b-204,processed_transcript
ENSDART00000147799,ndrg3b-208,protein_coding
ENSDART00000144579,ndrg3b-206,retained_intron
ENSDART00000010258,ndrg3b-201,protein_coding
ENSDART00000179831,ndrg3b-209,protein_coding
ENSDART00000146840,c1qbp-203,protein_coding
ENSDART00000142741,c1qbp-202,retained_intron
ENSDART00000058346,c1qbp-201,protein_coding
ENSDART00000188826,yeats2-203,protein_coding
ENSDART00000113232,yeats2-201,protein_coding
ENSDART00000156523,yeats2-202,protein_coding
ENSDART00000103266,ntaq1-201,protein_coding
ENSDART00000051750,psma2b-201,protein_coding
ENSDART00000155525,psma2b-202,protein_coding
ENSDART00000136742,,processed_transcript
ENSDART00000149665,tfap2c-201,protein_coding
ENSDART00000150219,tfap2c-202,protein_coding
ENSDART00000159403,,lincRNA
ENSDART00000137021,cabp4-201,protein_coding
ENSDART00000177174,cabp4-202,protein_coding
ENSDART00000142855,tbx16l-201,protein_coding
ENSDART00000190128,vipb-203,protein_coding
ENSDART00000180683,vipb-202,protein_coding
ENSDART00000112468,vipb-201,protein_coding
ENSDART00000122601,pgam1b-201,protein_coding
ENSDART00000157949,,protein_coding
ENSDART00000166150,,protein_coding
ENSDART00000074068,dhps-201,protein_coding
ENSDART00000166913,dhps-203,retained_intron
ENSDART00000182596,dhps-204,protein_coding
ENSDART00000126455,dhps-202,protein_coding
ENSDART00000172272,nitr7a-202,protein_coding
ENSDART00000073467,nitr7a-201,protein_coding
ENSDART00000122773,nr6a1b-202,protein_coding
ENSDART00000011096,nr6a1b-201,protein_coding
ENSDART00000161966,,lincRNA
ENSDART00000132154,,protein_coding
ENSDART00000141331,,processed_transcript
ENSDART00000088240,sypb-202,protein_coding
ENSDART00000114173,sypb-203,protein_coding
ENSDART00000011453,sypb-201,protein_coding
ENSDART00000004288,ift81-201,protein_coding
ENSDART00000139745,ift81-202,retained_intron
ENSDART00000102881,fam43b-201,protein_coding
ENSDART00000102141,nitr8-202,protein_coding
ENSDART00000050236,nitr8-201,protein_coding
ENSDART00000164050,phf23b-202,protein_coding
ENSDART00000159826,phf23b-201,protein_coding
ENSDART00000143040,slc22a18-202,protein_coding
ENSDART00000173498,slc22a18-203,protein_coding
ENSDART00000134174,slc22a18-201,protein_coding
ENSDART00000144627,vegfbb-201,protein_coding
ENSDART00000180709,vegfbb-202,protein_coding
ENSDART00000153935,cyp8b1.2-201,protein_coding
ENSDART00000184296,C1H4orf33-206,protein_coding
ENSDART00000136421,C1H4orf33-205,protein_coding
ENSDART00000008127,C1H4orf33-202,protein_coding
ENSDART00000138622,C1H4orf33-203,protein_coding
ENSDART00000134575,C1H4orf33-204,processed_transcript
ENSDART00000139440,C1H4orf33-201,protein_coding
ENSDART00000149309,CFAP57-201,protein_coding
ENSDART00000080900,CFAP57-202,protein_coding
ENSDART00000150783,,protein_coding
ENSDART00000053754,has2-201,protein_coding
ENSDART00000184549,kdm5ba-203,protein_coding
ENSDART00000135443,kdm5ba-201,protein_coding
ENSDART00000155514,kdm5ba-202,protein_coding
ENSDART00000135735,PLXNC1-201,protein_coding
ENSDART00000189084,PLXNC1-203,protein_coding
ENSDART00000004222,PLXNC1-202,protein_coding
ENSDART00000064400,si:ch211-113a14.24-201,protein_coding
ENSDART00000152546,zgc:173552-204,protein_coding
ENSDART00000131988,mpeg1.1-202,protein_coding
ENSDART00000077637,mpeg1.1-201,protein_coding
ENSDART00000172578,si:dkey-228b2.6-201,protein_coding
ENSDART00000134617,adssl-201,protein_coding
ENSDART00000145467,adssl-202,processed_transcript
ENSDART00000168214,,antisense
ENSDART00000159056,si:dkey-27i16.2-201,protein_coding
ENSDART00000135207,rbm4.3-201,protein_coding
ENSDART00000184407,rbm4.3-203,protein_coding
ENSDART00000146801,rbm4.3-202,protein_coding
ENSDART00000099769,ccdc22-201,protein_coding
ENSDART00000191830,dok4-204,protein_coding
ENSDART00000188250,dok4-203,protein_coding
ENSDART00000113998,dok4-201,protein_coding
ENSDART00000182903,dok4-202,protein_coding
ENSDART00000152512,,lincRNA
ENSDART00000174193,,antisense
ENSDART00000111022,sele-201,protein_coding
ENSDART00000136834,sele-202,protein_coding
ENSDART00000133463,npy8ar-201,protein_coding
ENSDART00000134282,npy8ar-202,protein_coding
ENSDART00000156238,,antisense
ENSDART00000136039,fndc1-202,protein_coding
ENSDART00000014163,fndc1-201,protein_coding
ENSDART00000110673,il10-201,protein_coding
ENSDART00000009827,hoxa2b-201,protein_coding
ENSDART00000151421,,protein_coding
ENSDART00000083229,mblac2-201,protein_coding
ENSDART00000182309,si:dkey-182i3.8-204,protein_coding
ENSDART00000152523,si:dkey-182i3.8-202,protein_coding
ENSDART00000152422,si:dkey-182i3.8-201,retained_intron
ENSDART00000152786,si:dkey-182i3.8-203,protein_coding
ENSDART00000010813,foxa3-201,protein_coding
ENSDART00000136250,lhx2b-201,protein_coding
ENSDART00000148020,lhx2b-202,protein_coding
ENSDART00000063703,si:dkey-71h2.2-201,protein_coding
ENSDART00000161065,si:dkey-71h2.2-202,protein_coding
ENSDART00000187707,si:dkey-71h2.2-203,protein_coding
ENSDART00000131457,,retained_intron
ENSDART00000138612,,retained_intron
ENSDART00000142007,,processed_transcript
ENSDART00000134786,,processed_transcript
ENSDART00000132022,,processed_transcript
ENSDART00000145959,sik2a-203,protein_coding
ENSDART00000144592,sik2a-202,processed_transcript
ENSDART00000089961,sik2a-201,protein_coding
ENSDART00000097531,tomm7-201,protein_coding
ENSDART00000160533,tomm7-202,protein_coding
ENSDART00000142111,cldng-202,protein_coding
ENSDART00000192758,cldng-203,protein_coding
ENSDART00000015547,cldng-201,protein_coding
ENSDART00000019957,ddx39ab-201,protein_coding
ENSDART00000157379,,antisense
ENSDART00000157293,,sense_intronic
ENSDART00000154762,,sense_intronic
ENSDART00000154308,,sense_intronic
ENSDART00000049684,bag2-201,protein_coding
ENSDART00000133535,,protein_coding
ENSDART00000172382,,lincRNA
ENSDART00000092104,pxk-201,protein_coding
ENSDART00000178425,m6pr-203,protein_coding
ENSDART00000017142,m6pr-201,protein_coding
ENSDART00000138306,m6pr-202,protein_coding
ENSDART00000132833,,protein_coding
ENSDART00000157139,tmbim1a-201,protein_coding
ENSDART00000142506,si:dkey-81h8.1-201,protein_coding
ENSDART00000141515,,protein_coding
ENSDART00000160844,,lincRNA
ENSDART00000170852,,lincRNA
ENSDART00000155419,,lincRNA
ENSDART00000155587,arfgap3-201,nonsense_mediated_decay
ENSDART00000156692,arfgap3-202,protein_coding
ENSDART00000161571,,TR_J_gene
ENSDART00000017968,sirt4-201,protein_coding
ENSDART00000189857,sirt4-204,protein_coding
ENSDART00000181706,sirt4-203,protein_coding
ENSDART00000154100,sirt4-202,protein_coding
ENSDART00000057686,calhm2.1-201,protein_coding
ENSDART00000158093,calhm2.1-202,protein_coding
ENSDART00000173588,MAJIN-201,protein_coding
ENSDART00000109983,oxgr1a.2-201,protein_coding
ENSDART00000152195,si:ch211-113a14.18-201,protein_coding
ENSDART00000134843,sst6-201,processed_transcript
ENSDART00000146411,sst6-202,protein_coding
ENSDART00000102583,sytl1-201,protein_coding
ENSDART00000149008,kpna4-202,protein_coding
ENSDART00000149633,kpna4-203,retained_intron
ENSDART00000034456,kpna4-201,protein_coding
ENSDART00000073402,hist1h2a1-201,protein_coding
ENSDART00000166464,wdr18-202,retained_intron
ENSDART00000060251,wdr18-201,protein_coding
ENSDART00000173053,,lincRNA
ENSDART00000147979,,processed_transcript
ENSDART00000153930,,protein_coding
ENSDART00000171375,,protein_coding
ENSDART00000187022,qki2-205,protein_coding
ENSDART00000123988,qki2-202,protein_coding
ENSDART00000027034,qki2-201,protein_coding
ENSDART00000153020,qki2-204,protein_coding
ENSDART00000153007,qki2-203,protein_coding
ENSDART00000133508,yipf1-202,protein_coding
ENSDART00000143085,yipf1-203,protein_coding
ENSDART00000006748,yipf1-201,protein_coding
ENSDART00000103219,selenoo2-201,protein_coding
ENSDART00000169276,grm6a-202,protein_coding
ENSDART00000138993,grm6a-201,protein_coding
ENSDART00000002741,itprip-201,protein_coding
ENSDART00000104083,s100v2-201,protein_coding
ENSDART00000132430,s100v2-202,protein_coding
ENSDART00000186509,si:ch211-1a19.3-202,protein_coding
ENSDART00000172220,si:ch211-1a19.3-201,protein_coding
ENSDART00000171446,hal-201,protein_coding
ENSDART00000113224,gna13a-201,protein_coding
ENSDART00000155926,si:ch73-206p6.1-202,protein_coding
ENSDART00000154464,si:ch73-206p6.1-201,protein_coding
ENSDART00000173409,sos1-206,protein_coding
ENSDART00000172829,sos1-203,retained_intron
ENSDART00000173293,sos1-204,protein_coding
ENSDART00000173424,sos1-207,protein_coding
ENSDART00000173341,sos1-205,protein_coding
ENSDART00000172826,sos1-202,protein_coding
ENSDART00000168295,sos1-201,protein_coding
ENSDART00000111382,copa-202,processed_transcript
ENSDART00000138874,copa-204,retained_intron
ENSDART00000176827,copa-205,protein_coding
ENSDART00000136159,copa-203,processed_transcript
ENSDART00000048277,copa-201,protein_coding
ENSDART00000131271,dlgap1a-201,protein_coding
ENSDART00000181774,dlgap1a-202,protein_coding
ENSDART00000087647,ugt5c2-202,protein_coding
ENSDART00000087645,ugt5c2-201,protein_coding
ENSDART00000155800,,lincRNA
ENSDART00000114811,arhgef16-201,protein_coding
ENSDART00000142979,arhgef16-202,protein_coding
ENSDART00000143110,arhgef16-203,processed_transcript
ENSDART00000156793,,protein_coding
ENSDART00000148963,,lincRNA
ENSDART00000157214,,protein_coding
ENSDART00000127520,acvr1l-203,protein_coding
ENSDART00000122860,acvr1l-202,protein_coding
ENSDART00000017977,acvr1l-201,protein_coding
ENSDART00000140138,acvr1l-204,retained_intron
ENSDART00000122074,slc1a7b-201,protein_coding
ENSDART00000144183,slc1a7b-202,protein_coding
ENSDART00000153890,si:ch211-231m23.4-202,protein_coding
ENSDART00000060522,si:ch211-231m23.4-201,protein_coding
ENSDART00000040804,praf2-201,protein_coding
ENSDART00000003879,fam199x-201,protein_coding
ENSDART00000134527,,protein_coding
ENSDART00000112220,,protein_coding
ENSDART00000029588,kng1-201,protein_coding
ENSDART00000137548,kng1-202,protein_coding
ENSDART00000147006,kng1-203,protein_coding
ENSDART00000076160,mustn1a-201,protein_coding
ENSDART00000161603,ARID1A-202,processed_transcript
ENSDART00000182732,ARID1A-203,protein_coding
ENSDART00000164386,ARID1A-201,protein_coding
ENSDART00000110443,fstb-202,protein_coding
ENSDART00000080772,fstb-201,protein_coding
ENSDART00000158606,pimr118-201,protein_coding
ENSDART00000031885,,protein_coding
ENSDART00000181938,,protein_coding
ENSDART00000140256,,processed_transcript
ENSDART00000075129,lrrc47-201,protein_coding
ENSDART00000156850,bicral-202,protein_coding
ENSDART00000027379,bicral-201,protein_coding
ENSDART00000129989,C14HXorf65-201,protein_coding
ENSDART00000147458,lsm6-202,protein_coding
ENSDART00000053773,lsm6-201,protein_coding
ENSDART00000080256,nefma-201,protein_coding
ENSDART00000083558,smpd5-201,protein_coding
ENSDART00000124691,smpd5-202,protein_coding
ENSDART00000163188,znf648-201,protein_coding
ENSDART00000150743,sbf1-204,retained_intron
ENSDART00000159762,sbf1-205,protein_coding
ENSDART00000091599,sbf1-201,protein_coding
ENSDART00000132362,sbf1-203,retained_intron
ENSDART00000109452,sbf1-202,protein_coding
ENSDART00000135530,smim8-202,protein_coding
ENSDART00000104784,smim8-201,protein_coding
ENSDART00000165059,SLC35F4-201,protein_coding
ENSDART00000165252,SLC35F4-202,protein_coding
ENSDART00000185840,slc7a4-204,protein_coding
ENSDART00000184785,slc7a4-203,protein_coding
ENSDART00000098701,slc7a4-201,protein_coding
ENSDART00000109530,slc7a4-202,protein_coding
ENSDART00000066179,npffl-201,protein_coding
ENSDART00000187109,npffl-202,protein_coding
ENSDART00000152696,rnls-204,retained_intron
ENSDART00000152452,rnls-203,protein_coding
ENSDART00000014536,rnls-201,protein_coding
ENSDART00000135439,rnls-202,retained_intron
ENSDART00000148128,VPS13D-201,protein_coding
ENSDART00000145408,VPS13D-202,protein_coding
ENSDART00000046613,VPS13D-203,protein_coding
ENSDART00000056990,,transcribed_unprocessed_pseudogene
ENSDART00000150416,,processed_transcript
ENSDART00000159797,zmiz2-201,protein_coding
ENSDART00000159954,zmiz2-202,protein_coding
ENSDART00000033746,gins2-201,protein_coding
ENSDART00000115297,mss51-201,protein_coding
ENSDART00000156353,mss51-202,protein_coding
ENSDART00000077642,atoh1a-201,protein_coding
ENSDART00000097686,zgc:153990-201,protein_coding
ENSDART00000043455,smad3b-201,protein_coding
ENSDART00000103639,arf3a-201,protein_coding
ENSDART00000163160,,protein_coding
ENSDART00000102548,,protein_coding
ENSDART00000049010,tekt4-201,protein_coding
ENSDART00000141664,,processed_transcript
ENSDART00000145727,cxcr3.2-201,protein_coding
ENSDART00000141440,capns1a-205,processed_transcript
ENSDART00000125653,capns1a-202,protein_coding
ENSDART00000131339,capns1a-203,protein_coding
ENSDART00000144932,capns1a-206,processed_transcript
ENSDART00000140676,capns1a-204,processed_transcript
ENSDART00000015240,capns1a-201,protein_coding
ENSDART00000162843,,sense_intronic
ENSDART00000102870,slc41a1-201,protein_coding
ENSDART00000192096,slc41a1-202,protein_coding
ENSDART00000133867,arfip2a-202,protein_coding
ENSDART00000152513,arfip2a-205,protein_coding
ENSDART00000082315,arfip2a-201,protein_coding
ENSDART00000152300,arfip2a-204,retained_intron
ENSDART00000152545,arfip2a-206,protein_coding
ENSDART00000152139,arfip2a-203,protein_coding
ENSDART00000126792,f2r2.2-201,protein_coding
ENSDART00000182700,capga-203,protein_coding
ENSDART00000154313,capga-202,protein_coding
ENSDART00000051550,capga-201,protein_coding
ENSDART00000136343,,protein_coding
ENSDART00000135713,,protein_coding
ENSDART00000140492,,protein_coding
ENSDART00000041833,fitm2-201,protein_coding
ENSDART00000056963,stk25b-201,protein_coding
ENSDART00000146425,stk25b-202,protein_coding
ENSDART00000109642,tet1-201,protein_coding
ENSDART00000141009,tet1-202,protein_coding
ENSDART00000127362,si:ch73-109i22.2-201,protein_coding
ENSDART00000181859,si:ch73-109i22.2-202,protein_coding
ENSDART00000010261,pno1-201,protein_coding
ENSDART00000121970,pno1-202,retained_intron
ENSDART00000148066,znf395b-201,protein_coding
ENSDART00000186130,znf395b-203,protein_coding
ENSDART00000152845,znf395b-202,protein_coding
ENSDART00000109416,smc2-201,protein_coding
ENSDART00000135274,smc2-202,processed_transcript
ENSDART00000078232,cdh10a-201,protein_coding
ENSDART00000164178,prrt2-201,protein_coding
ENSDART00000024619,gorasp1a-201,protein_coding
ENSDART00000159173,GPR25-201,protein_coding
ENSDART00000135467,snapc1b-203,processed_transcript
ENSDART00000003888,snapc1b-201,protein_coding
ENSDART00000134318,snapc1b-202,processed_transcript
ENSDART00000142615,,lincRNA
ENSDART00000025227,picalma-201,protein_coding
ENSDART00000148828,picalma-205,protein_coding
ENSDART00000178280,picalma-206,protein_coding
ENSDART00000034242,picalma-202,protein_coding
ENSDART00000123033,picalma-203,protein_coding
ENSDART00000148503,picalma-204,protein_coding
ENSDART00000144502,,antisense
ENSDART00000157824,slc6a15-202,protein_coding
ENSDART00000125353,slc6a15-201,protein_coding
ENSDART00000156719,mycbp-205,protein_coding
ENSDART00000154826,mycbp-202,protein_coding
ENSDART00000126976,mycbp-201,protein_coding
ENSDART00000156396,mycbp-203,protein_coding
ENSDART00000156560,mycbp-204,retained_intron
ENSDART00000141432,,protein_coding
ENSDART00000136230,,protein_coding
ENSDART00000086613,,protein_coding
ENSDART00000133414,,protein_coding
ENSDART00000149838,map2k2b-203,protein_coding
ENSDART00000099839,map2k2b-201,protein_coding
ENSDART00000148686,map2k2b-202,retained_intron
ENSDART00000174011,,protein_coding
ENSDART00000173654,,protein_coding
ENSDART00000167271,,protein_coding
ENSDART00000170742,,nonsense_mediated_decay
ENSDART00000162534,,retained_intron
ENSDART00000153537,ITGA11-201,protein_coding
ENSDART00000185527,ITGA11-203,protein_coding
ENSDART00000154865,ITGA11-202,protein_coding
ENSDART00000143231,FERD3L-201,protein_coding
ENSDART00000150476,,protein_coding
ENSDART00000138849,zgc:56699-203,protein_coding
ENSDART00000000992,zgc:56699-201,protein_coding
ENSDART00000138156,zgc:56699-202,processed_transcript
ENSDART00000156568,,antisense
ENSDART00000152569,,lincRNA
ENSDART00000161654,,lincRNA
ENSDART00000123117,ggh-201,protein_coding
ENSDART00000163130,,processed_transcript
ENSDART00000158818,,retained_intron
ENSDART00000045792,rbm24b-201,protein_coding
ENSDART00000154189,rbm24b-202,protein_coding
ENSDART00000141989,ftr11-202,protein_coding
ENSDART00000005767,ftr11-201,protein_coding
ENSDART00000171842,proser1-203,protein_coding
ENSDART00000128902,proser1-201,protein_coding
ENSDART00000190684,proser1-204,protein_coding
ENSDART00000163102,proser1-202,protein_coding
ENSDART00000157410,nadsyn1-201,protein_coding
ENSDART00000169614,nadsyn1-202,protein_coding
ENSDART00000147207,pik3r2-201,protein_coding
ENSDART00000170467,pik3r2-202,protein_coding
ENSDART00000169362,,processed_transcript
ENSDART00000136655,ndufa3-201,protein_coding
ENSDART00000174346,,protein_coding
ENSDART00000080423,ctsd-201,protein_coding
ENSDART00000148584,ctsd-202,nonsense_mediated_decay
ENSDART00000149598,ctsd-203,retained_intron
ENSDART00000147363,qdprb.2-202,processed_transcript
ENSDART00000123789,qdprb.2-201,protein_coding
