tscriptid,tscriptname,ottdartid,status,ensdartid,tname,comments
ZDB-TSCRIPT-131113-3220,map4k3b-003,OTTDART00000032497,retained intron,ENSDART00000155695.2,map4k3b-202,
ZDB-TSCRIPT-131113-3224,mta1-003,OTTDART00000032788,retained intron,ENSDART00000156281.2,mta1-202,
ZDB-TSCRIPT-131113-3229,hmgb1b-003,OTTDART00000032950,retained intron,ENSDART00000156335.2,hmgb1b-204,
ZDB-TSCRIPT-131113-3233,si:ch211-147m6.1-002,OTTDART00000035623,NMD,ENSDART00000156155,,
ZDB-TSCRIPT-131113-3241,scube1-002,OTTDART00000036579,retained intron,ENSDART00000153776.2,scube1-202,
ZDB-TSCRIPT-131113-46,cuzd1.2-003,OTTDART00000042447,,ENSDART00000156107.2,cuzd1.2-204,
ZDB-TSCRIPT-131113-3246,cuzd1.2-002,OTTDART00000042446,retained intron,ENSDART00000153819.2,cuzd1.2-201,
ZDB-TSCRIPT-131113-1646,cuzd1.2-004,OTTDART00000042448,,ENSDART00000154629.2,cuzd1.2-202,
ZDB-TSCRIPT-131113-3252,si:ch211-287n14.3-002,OTTDART00000044683,NMD,ENSDART00000153676,,
ZDB-TSCRIPT-131113-3253,si:ch211-287n14.3-005,OTTDART00000044702,NMD,ENSDART00000157282,,
ZDB-TSCRIPT-131113-3254,si:ch211-287n14.3-008,OTTDART00000044705,retained intron,ENSDART00000156524.2,si:ch211-287n14.3-207,
ZDB-TSCRIPT-131113-3266,si:ch211-135n15.2-002,OTTDART00000047605,NMD,ENSDART00000153676,,
ZDB-TSCRIPT-131113-3273,kdm6al-003,OTTDART00000047675,retained intron,ENSDART00000154398.2,kdm6al-202,
ZDB-TSCRIPT-131113-90,kiaa0907-003,OTTDART00000047712,,ENSDART00000155966.2,khdc4-202,
ZDB-TSCRIPT-131113-3282,kiaa0907-002,OTTDART00000047711,retained intron,ENSDART00000156679.2,khdc4-203,
ZDB-TSCRIPT-131113-3298,si:ch211-269k10.4-002,OTTDART00000047775,retained intron,ENSDART00000157268.2,si:ch211-269k10.4-202,
ZDB-TSCRIPT-131113-3305,lyplal1-002,OTTDART00000047867,retained intron,ENSDART00000154220.2,lyplal1-203,
ZDB-TSCRIPT-131113-1706,lyplal1-003,OTTDART00000047866,,ENSDART00000157109.2,lyplal1-205,
ZDB-TSCRIPT-131113-3328,slc2a3b-002,OTTDART00000048629,NMD,ENSDART00000157064,,
ZDB-TSCRIPT-160112-171,slc2a3b-003,OTTDART00000062788,,ENSDART00000173194.2,slc2a3b-204,
ZDB-TSCRIPT-131113-3329,cox6b2-002,OTTDART00000048632,retained intron,ENSDART00000155829.2,cox6b2-202,
ZDB-TSCRIPT-131113-3338,hn1b-002,OTTDART00000048749,retained intron,ENSDART00000162701.2,jpt1b-202,
ZDB-TSCRIPT-131113-3348,aclya-002,OTTDART00000048801,retained intron,ENSDART00000165104.2,aclya-202,
ZDB-TSCRIPT-131113-3355,rbm5-003,OTTDART00000049145,NMD,ENSDART00000167843,,
ZDB-TSCRIPT-131113-337,slco1d1-001,OTTDART00000052252,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-131113-3384,igf2bp1-003,OTTDART00000049791,retained intron,ENSDART00000153633.2,igf2bp1-202,
ZDB-TSCRIPT-131113-3385,ube2z-002,OTTDART00000049794,retained intron,ENSDART00000153846.2,ube2z-202,
ZDB-TSCRIPT-131113-3388,ube2ia-004,OTTDART00000049803,retained intron,ENSDART00000155648.2,ube2ia-204,
ZDB-TSCRIPT-131113-3412,dnmt1-002,OTTDART00000050039,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-131113-3424,eif4a3-004,OTTDART00000050279,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-131113-3426,zc3h11a-002,OTTDART00000050307,retained intron,ENSDART00000103766.6,zc3h11a-201,
ZDB-TSCRIPT-131113-345,si:ch211-129p6.2-003,OTTDART00000052336,retained intron,ENSDART00000171106.2,si:ch211-76m11.8-209,
ZDB-TSCRIPT-131113-3455,mdm4-003,OTTDART00000050623,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-131113-274,mdm4-004,OTTDART00000050624,,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-2108,mdm4-005,OTTDART00000061179,,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-131113-3472,capns1b-004,OTTDART00000051046,retained intron,ENSDART00000155057.2,capns1b-203,
ZDB-TSCRIPT-131113-3474,ottdart00000051112,OTTDART00000051112,NMD,ENSDART00000156213,,
ZDB-TSCRIPT-131113-3488,hcfc2-001,OTTDART00000051435,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-131113-3489,hcfc2-003,OTTDART00000051438,retained intron,ENSDART00000154339.2,hcfc2-202,
ZDB-TSCRIPT-131113-3500,rac1b-002,OTTDART00000051841,retained intron,ENSDART00000154405.2,rac1b-202,
ZDB-TSCRIPT-131113-3501,stk19-003,OTTDART00000051844,retained intron,ENSDART00000153782.2,stk19-203,
ZDB-TSCRIPT-131113-3511,si:dkey-146c18.5-002,OTTDART00000052195,NMD,ENSDART00000163534,,
ZDB-TSCRIPT-131113-3529,si:ch211-129p6.2-005,OTTDART00000052335,retained intron,ENSDART00000170250.2,si:ch211-76m11.8-207,
ZDB-TSCRIPT-131113-3553,selk-003,OTTDART00000052622,retained intron,ENSDART00000165137.2,selenok-203,
ZDB-TSCRIPT-131113-3557,necap2-004,OTTDART00000052680,retained intron,ENSDART00000155736.3,necap2-203,
ZDB-TSCRIPT-131113-3566,hoga1-002,OTTDART00000052743,retained intron,ENSDART00000154372.2,hoga1-202,
ZDB-TSCRIPT-131113-3568,gmppb-002,OTTDART00000052772,retained intron,ENSDART00000155657.2,gmppb-202,
ZDB-TSCRIPT-131113-3589,clec16a-002,OTTDART00000053382,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-131113-3630,hook2-003,OTTDART00000053910,retained intron,ENSDART00000156640.2,hook2-202,
ZDB-TSCRIPT-131113-367,selk-004,OTTDART00000052623,retained intron,ENSDART00000163818.2,selenok-202,
ZDB-TSCRIPT-131113-3674,si:ch73-71c20.5-003,OTTDART00000054284,retained intron,ENSDART00000154743.2,si:ch73-71c20.5-202,
ZDB-TSCRIPT-131113-3692,si:ch211-214o13.1-002,OTTDART00000054508,retained intron,ENSDART00000155276.2,CR388029.1-201,
ZDB-TSCRIPT-131113-517,si:ch211-214o13.1-001,OTTDART00000054509,,ENSDART00000154180.2,CR388029.1-202,
ZDB-TSCRIPT-131113-3696,si:dkey-259g19.1-003,OTTDART00000054575,retained intron,,,no Ensembl ID match.  Transcript and gene withdrawn?
ZDB-TSCRIPT-131113-3697,si:dkey-259g19.2-005,OTTDART00000054587,retained intron,,,no Ensembl ID match.  Transcript and gene withdrawn?
ZDB-TSCRIPT-131113-37,si:ch211-194m7.3-002,OTTDART00000035637,NMD,ENSDART00000154862,,
ZDB-TSCRIPT-131113-370,necap2-002,OTTDART00000052681,NMD,ENSDART00000156957,,
ZDB-TSCRIPT-131113-3702,si:ch211-180m24.3-005,OTTDART00000054605,retained intron,,,no Ensembl ID match.  Transcript and gene withdrawn?
ZDB-TSCRIPT-131113-3703,si:ch211-180m24.3-004,OTTDART00000054608,NMD,,,no Ensembl ID match.  Transcript and gene withdrawn?
ZDB-TSCRIPT-131113-3738,ddx3b-004,OTTDART00000054847,retained intron,ENSDART00000155884.2,ddx3xb-205,
ZDB-TSCRIPT-131113-3739,ddx3b-007,OTTDART00000054850,retained intron,ENSDART00000156077.2,ddx3xb-206,
ZDB-TSCRIPT-131113-3744,helz2-002,OTTDART00000054867,retained intron,ENSDART00000156181.2,helz2-202,
ZDB-TSCRIPT-131113-2153,rtfdc1-003,OTTDART00000054885,,ENSDART00000156446.2,rtf2-203,
ZDB-TSCRIPT-131113-3750,rtfdc1-004,OTTDART00000054886,retained intron,ENSDART00000154406.2,rtf2-202,
ZDB-TSCRIPT-131113-3766,si:dkey-6e2.2-002,OTTDART00000054949,NMD,ENSDART00000154512,,
ZDB-TSCRIPT-131113-3781,rbp7b-002,OTTDART00000054998,NMD,ENSDART00000154896,,
ZDB-TSCRIPT-131113-3782,apitd1-002,OTTDART00000055001,retained intron,ENSDART00000154557.2,cenps-202,
ZDB-TSCRIPT-131113-2191,frmd4ba-004,OTTDART00000055021,,ENSDART00000155080.2,frmd4ba-203,
ZDB-TSCRIPT-131113-3789,frmd4ba-005,OTTDART00000055022,retained intron,ENSDART00000155601.2,frmd4ba-204,
ZDB-TSCRIPT-131113-379,terf2ip-002,OTTDART00000052735,artifact,,,no Ensembl ID match.  Transcript and gene withdrawn?
ZDB-TSCRIPT-131113-3795,srgap3-003,OTTDART00000055043,retained intron,ENSDART00000156858.2,srgap3-203,
ZDB-TSCRIPT-131113-3796,srgap3-004,OTTDART00000055046,retained intron,ENSDART00000156046.2,srgap3-202,
ZDB-TSCRIPT-131113-38,si:ch211-194m7.4-002,OTTDART00000035640,NMD,ENSDART00000167198,,
ZDB-TSCRIPT-131113-3802,hdac7b-002,OTTDART00000055071,retained intron,ENSDART00000156667.2,hdac7b-202,
ZDB-TSCRIPT-131113-3813,si:ch73-15b2.5-003,OTTDART00000055105,retained intron,ENSDART00000154412.2,si:ch73-15b2.5-201,
ZDB-TSCRIPT-131113-3820,pfkfb4b-004,OTTDART00000055129,retained intron,ENSDART00000154876.2,pfkfb4b-204,
ZDB-TSCRIPT-131113-668,mipol1-003,OTTDART00000055244,,,,no Ensembl ID match.  Transcript and gene withdrawn?
ZDB-TSCRIPT-131113-3849,mipol1-002,OTTDART00000055243,NMD,ENSDART00000164604,,
ZDB-TSCRIPT-131113-3855,si:ch211-185a18.2-002,OTTDART00000055263,retained intron,ENSDART00000153869.2,si:ch211-185a18.2-201,
ZDB-TSCRIPT-131113-3869,ptp4a2a-002,OTTDART00000055306,retained intron,ENSDART00000155930.2,ptp4a2a-203,
ZDB-TSCRIPT-131113-3870,zgc:56576-002,OTTDART00000055309,retained intron,ENSDART00000154229.3,rtraf-202,
ZDB-TSCRIPT-131113-3881,nrxn3a-002,OTTDART00000055348,NMD,ENSDART00000154519,,
ZDB-TSCRIPT-131113-3883,si:ch73-204p21.2-006,OTTDART00000055354,retained intron,ENSDART00000153908.3,si:ch73-204p21.2-201,
ZDB-TSCRIPT-131113-3886,nrxn3a-006,OTTDART00000055363,retained intron,ENSDART00000155007.2,nrxn3a-205,
ZDB-TSCRIPT-131113-3890,slc22a15-002,OTTDART00000055384,retained intron,ENSDART00000154756.2,slc22a15-202,
ZDB-TSCRIPT-131113-3913,kif20ba-003,OTTDART00000055461,retained intron,ENSDART00000156068.2,kif20ba-204,
ZDB-TSCRIPT-131113-3918,ehbp1-002,OTTDART00000055476,retained intron,ENSDART00000155191.2,ehbp1-202,
ZDB-TSCRIPT-131113-3923,zgc:193593-003,OTTDART00000055495,NMD,ENSDART00000156696,,
ZDB-TSCRIPT-131113-3934,ctsl.1-003,OTTDART00000055550,NMD,ENSDART00000155591,,
ZDB-TSCRIPT-131113-3942,si:dkey-27l15.1-002,OTTDART00000055583,NMD,ENSDART00000157205,,
ZDB-TSCRIPT-131113-3944,si:ch211-175f11.5-002,OTTDART00000055590,retained intron,ENSDART00000156558.2,si:ch211-175f11.5-202,
ZDB-TSCRIPT-131113-3958,adam12-002,OTTDART00000055643,NMD,ENSDART00000157347,,
ZDB-TSCRIPT-131113-3961,cgref1-002,OTTDART00000055652,retained intron,ENSDART00000155002.2,cgref1-202,
ZDB-TSCRIPT-131113-3964,si:dkey-84k17.2-002,OTTDART00000055661,NMD,ENSDART00000153979,,
ZDB-TSCRIPT-131113-3983,si:dkey-1f12.3-002,OTTDART00000055722,retained intron,ENSDART00000157087.2,EML5-202,
ZDB-TSCRIPT-131113-3984,itpk1b-002,OTTDART00000055725,retained intron,ENSDART00000156206.2,itpk1b-202,
ZDB-TSCRIPT-131113-3986,si:dkey-21a6.5-002,OTTDART00000055731,retained intron,ENSDART00000154595.2,si:dkey-21a6.5-202,
ZDB-TSCRIPT-131113-3991,tmem63c-002,OTTDART00000055747,retained intron,ENSDART00000155096.2,tmem63c-203,
ZDB-TSCRIPT-131113-3995,tmed8-002,OTTDART00000055759,NMD,ENSDART00000156212,,
ZDB-TSCRIPT-131113-3998,si:ch211-202f3.3-003,OTTDART00000055772,retained intron,ENSDART00000154718.2,si:ch211-202f3.3-203,
ZDB-TSCRIPT-131113-3999,vcpkmt-004,OTTDART00000055775,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-131113-4002,si:dkey-206p8.1-002,OTTDART00000055784,NMD,ENSDART00000154499,,
ZDB-TSCRIPT-131113-4010,plekhd1-002,OTTDART00000055809,retained intron,ENSDART00000156430.2,plekhd1-202,
ZDB-TSCRIPT-131113-4015,orc3-002,OTTDART00000055826,retained intron,ENSDART00000154600.2,orc3-202,
ZDB-TSCRIPT-131113-4023,cox7a2a-002,OTTDART00000055853,NMD,ENSDART00000155446,,
ZDB-TSCRIPT-131113-4033,angel1-002,OTTDART00000055895,NMD,ENSDART00000154868,,
ZDB-TSCRIPT-131113-4042,mycbp-005,OTTDART00000055928,retained intron,ENSDART00000156560.2,mycbp-204,
ZDB-TSCRIPT-131113-4054,gramd1c-002,OTTDART00000056037,retained intron,ENSDART00000154073.2,gramd1c-201,
ZDB-TSCRIPT-131113-865,gramd1c-003,OTTDART00000056038,,ENSDART00000155652.2,gramd1c-203,
ZDB-TSCRIPT-131113-4056,naa50-003,OTTDART00000056043,retained intron,ENSDART00000156979.2,naa50-204,
ZDB-TSCRIPT-131113-4134,si:ch73-166c6.1-001,OTTDART00000056371,,ENSDART00000156024.3,CU929451.1-205,
ZDB-TSCRIPT-131113-4109,pddc1-002,OTTDART00000056289,retained intron,ENSDART00000154900.2,gatd1-203,
ZDB-TSCRIPT-131113-4130,ucmab-003,OTTDART00000056358,retained intron,ENSDART00000003665.8,ucmab-201,
ZDB-TSCRIPT-131113-4135,si:ch73-166c6.1-005,OTTDART00000056374,retained intron,ENSDART00000156426.2,CU929451.1-203,
ZDB-TSCRIPT-131113-2537,si:ch73-166c6.1-004,OTTDART00000056373,,ENSDART00000153658.3,CU929451.1-207,
ZDB-TSCRIPT-131113-2536,si:ch73-166c6.1-002,OTTDART00000056370,,ENSDART00000157177.3,CU929451.1-204,
ZDB-TSCRIPT-131113-945,si:ch73-166c6.1-006,OTTDART00000056375,,ENSDART00000155665.2,CU929451.1-201,
ZDB-TSCRIPT-131113-2538,si:ch73-166c6.1-007,OTTDART00000056376,,ENSDART00000155603.2,CU929451.1-202,
ZDB-TSCRIPT-131113-4137,unc45a-001,OTTDART00000056380,NMD,ENSDART00000161180,,
ZDB-TSCRIPT-131113-4162,smc1b-002,OTTDART00000056480,retained intron,ENSDART00000157389.2,smc1b-202,
ZDB-TSCRIPT-131113-4177,nt5dc3-002,OTTDART00000056550,retained intron,ENSDART00000155689.2,nt5dc3-202,
ZDB-TSCRIPT-131113-418,si:dkey-7f16.3-002,OTTDART00000053733,retained intron,ENSDART00000156087.2,si:dkey-7f16.3-202,
ZDB-TSCRIPT-131113-4181,glsl-002,OTTDART00000056562,NMD,ENSDART00000156074,,
ZDB-TSCRIPT-131113-4182,zgc:193812-003,OTTDART00000056565,retained intron,ENSDART00000154986.2,zgc:193812-201,
ZDB-TSCRIPT-131113-4188,ccdc33-002,OTTDART00000056598,NMD,ENSDART00000124683,,
ZDB-TSCRIPT-131113-4191,b4galnt4a-002,OTTDART00000056611,NMD,ENSDART00000155559,,
ZDB-TSCRIPT-131113-4194,usp3-002,OTTDART00000056621,retained intron,ENSDART00000156364.2,usp3-202,
ZDB-TSCRIPT-131113-4195,si:dkeyp-73b11.9-003,OTTDART00000056624,retained intron,ENSDART00000156487.3,CR391977.1-202,
ZDB-TSCRIPT-131113-4218,ottdart00000056706,OTTDART00000056706,NMD,ENSDART00000155106,,
ZDB-TSCRIPT-131113-2625,si:ch211-84k18.3p-001,OTTDART00000056720,,ENSDART00000153934.2,CT573383.1-201,
ZDB-TSCRIPT-131113-4222,si:ch211-84k18.3p-002,OTTDART00000056721,retained intron,ENSDART00000155626.2,CT573383.1-202,
ZDB-TSCRIPT-131113-424,si:dkey-45l12.1-002,OTTDART00000053771,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-131113-4263,alox5b.3-002,OTTDART00000056891,retained intron,ENSDART00000155380.2,alox5b.3-203,
ZDB-TSCRIPT-131113-427,si:ch211-129i21.3-004,OTTDART00000053789,retained intron,ENSDART00000154317.2,CR392042.1-202,
ZDB-TSCRIPT-131113-4289,srprb-002,OTTDART00000056972,retained intron,ENSDART00000157078.2,srprb-202,
ZDB-TSCRIPT-131113-4305,si:ch73-281n10.2-004,OTTDART00000057021,retained intron,ENSDART00000155971.2,si:ch73-281n10.2-204,
ZDB-TSCRIPT-131113-4318,si:dkey-202l22.4-005,OTTDART00000057070,retained intron,ENSDART00000164997.2,CR848025.1-206,
ZDB-TSCRIPT-131113-4319,si:dkey-202l22.4-008,OTTDART00000057073,retained intron,ENSDART00000158940.2,CR848025.1-203,
ZDB-TSCRIPT-131113-433,zgc:103625-003,OTTDART00000053858,retained intron,ENSDART00000154502.2,zgc:103625-203,
ZDB-TSCRIPT-131113-4332,si:ch211-116o3.7-003,OTTDART00000057115,retained intron,ENSDART00000154907.2,CR848840.1-202,
ZDB-TSCRIPT-131113-4341,si:ch211-24o10.6-002,OTTDART00000057147,NMD,ENSDART00000155723,,
ZDB-TSCRIPT-131113-4348,cadm1b-002,OTTDART00000057194,retained intron,ENSDART00000157161.2,cadm1b-202,
ZDB-TSCRIPT-131113-435,gcgra-003,OTTDART00000053865,NMD,ENSDART00000169364,,
ZDB-TSCRIPT-131113-4354,si:ch211-217n8.3-002,OTTDART00000057251,retained intron,ENSDART00000149845.4,CR848791.2-202,
ZDB-TSCRIPT-131113-4365,ulk2-003,OTTDART00000057294,retained intron,ENSDART00000156386.2,ulk2-202,
ZDB-TSCRIPT-131113-4379,ccdc153-002,OTTDART00000057365,retained intron,ENSDART00000155139.2,ccdc153-202,
ZDB-TSCRIPT-131113-4380,tmem97-002,OTTDART00000057383,retained intron,ENSDART00000157271.2,tmem97-202,
ZDB-TSCRIPT-131113-439,si:dkeyp-57a10.2-004,OTTDART00000053878,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-131113-4390,vps53-002,OTTDART00000057430,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-131113-4399,si:ch211-229g11.5-004,OTTDART00000057495,retained intron,ENSDART00000153528.3,AL954322.3-206,
ZDB-TSCRIPT-131113-440,si:dkeyp-57a10.2-005,OTTDART00000053881,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-131113-4400,si:ch211-229g11.5-003,OTTDART00000057498,retained intron,ENSDART00000154706.2,AL954322.3-202,
ZDB-TSCRIPT-131113-4410,gdpd5b-004,OTTDART00000057535,retained intron,ENSDART00000156497.2,gdpd5b-206,
ZDB-TSCRIPT-131113-4411,si:dkey-52l18.4-002,OTTDART00000057539,retained intron,ENSDART00000155258.2,si:dkey-52l18.4-202,
ZDB-TSCRIPT-131113-4436,nbeab-002,OTTDART00000057650,retained intron,ENSDART00000166986.2,nbeab-203,
ZDB-TSCRIPT-131113-4442,si:ch73-95l15.3-002,OTTDART00000057668,retained intron,ENSDART00000153689.2,zgc:66024-203,
ZDB-TSCRIPT-131113-4445,zgc:158328-003,OTTDART00000057683,retained intron,ENSDART00000157182.2,zgc:158328-203,
ZDB-TSCRIPT-131113-4450,masp1-003,OTTDART00000057713,retained intron,ENSDART00000157105.2,masp1-205,
ZDB-TSCRIPT-131113-4451,gmnc-002,OTTDART00000057716,retained intron,ENSDART00000156470.2,gmnc-202,
ZDB-TSCRIPT-131113-4456,lin37-002,OTTDART00000057736,NMD,ENSDART00000156154,,
ZDB-TSCRIPT-131113-4474,si:dkey-263j23.1-002,OTTDART00000057818,retained intron,ENSDART00000153804.2,si:dkey-263j23.1-203,
ZDB-TSCRIPT-131113-4477,si:ch211-281l24.3-002,OTTDART00000057827,retained intron,ENSDART00000155018.2,si:ch211-281l24.3-202,
ZDB-TSCRIPT-131113-4478,si:dkey-246m18.3-003,OTTDART00000057830,retained intron,ENSDART00000154444.3,BX571794.3-205,
ZDB-TSCRIPT-131113-4489,si:ch1073-340i21.2-002,OTTDART00000057924,retained intron,ENSDART00000153936.2,si:ch1073-340i21.2-201,
ZDB-TSCRIPT-131113-4502,si:ch73-40a17.7-003,OTTDART00000058863,retained intron,ENSDART00000154720.3,CU928013.1-202,
ZDB-TSCRIPT-131113-2907,si:ch73-40a17.7-002,OTTDART00000058865,,ENSDART00000156282.2,CU928013.1-201,
ZDB-TSCRIPT-131113-1305,si:ch73-40a17.7-001,OTTDART00000058864,,ENSDART00000155791.2,CU928013.1-203,
ZDB-TSCRIPT-131113-4510,slc25a24l-009,OTTDART00000058993,NMD,ENSDART00000056895,,
ZDB-TSCRIPT-131113-4523,si:ch211-221j21.3-002,OTTDART00000059044,retained intron,ENSDART00000166484.2,si:ch211-221j21.3-201,
ZDB-TSCRIPT-131113-2030,si:dkey-29n3.2-001,OTTDART00000053938,,ENSDART00000155778.3,BX897682.1-201,
ZDB-TSCRIPT-131113-3633,si:dkey-29n3.2-002,OTTDART00000053939,,ENSDART00000154626.3,BX897682.1-202,
ZDB-TSCRIPT-131113-453,si:dkey-29n3.2-003,OTTDART00000053940,retained intron,ENSDART00000154082.2,BX897682.1-203,
ZDB-TSCRIPT-131113-4528,si:ch1073-291l11.2-001,OTTDART00000059059,,ENSDART00000154486.3,CU657977.1-201,
ZDB-TSCRIPT-131113-1336,si:ch1073-291l11.2-002,OTTDART00000059060,,ENSDART00000140728.4,CU657977.1-203,
ZDB-TSCRIPT-131113-4529,si:ch1073-291l11.2-003,OTTDART00000059062,,ENSDART00000148975.4,CU657977.1-205,
ZDB-TSCRIPT-131113-2937,si:ch1073-291l11.2-004,OTTDART00000059061,,ENSDART00000156952.3,CU657977.1-204,
ZDB-TSCRIPT-131113-4530,si:ch1073-291l11.2-005,OTTDART00000059065,retained intron,ENSDART00000154571.2,CU657977.1-206,
ZDB-TSCRIPT-131113-2938,si:ch1073-291l11.2-006,OTTDART00000059064,,ENSDART00000153900.2,CU657977.1-202,
ZDB-TSCRIPT-131113-1337,si:ch1073-291l11.2-007,OTTDART00000059063,,ENSDART00000154139.2,CU657977.1-207,
ZDB-TSCRIPT-131113-4535,amy2a-002,OTTDART00000059080,retained intron,ENSDART00000156259.2,amy2a-202,
ZDB-TSCRIPT-131113-4546,cc2d1b-002,OTTDART00000059120,retained intron,ENSDART00000159311.2,cc2d1b-201,
ZDB-TSCRIPT-131113-4553,ivns1abpb-003,OTTDART00000059144,retained intron,ENSDART00000160443.2,ivns1abpb-203,
ZDB-TSCRIPT-131113-4590,carf-004,OTTDART00000059320,retained intron,ENSDART00000156507.2,carf-206,
ZDB-TSCRIPT-131113-4595,dock3-004,OTTDART00000059374,retained intron,ENSDART00000148499.2,dock3-203,
ZDB-TSCRIPT-131113-46,cuzd1.2-003,OTTDART00000042447,retained intron,ENSDART00000156107.2,cuzd1.2-204,
ZDB-TSCRIPT-131113-4604,ottdart00000059402,OTTDART00000059402,NMD,ENSDART00000156765,,
ZDB-TSCRIPT-131113-4638,si:dkey-188k17.3-003,OTTDART00000059537,retained intron,ENSDART00000168347.2,BX908386.2-203,
ZDB-TSCRIPT-131113-3648,si:ch1073-78m18.1-001,OTTDART00000054060,,ENSDART00000156036.2,CU571382.1-201,
ZDB-TSCRIPT-131113-467,si:ch1073-78m18.1-003,OTTDART00000054071,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-131113-4692,gas5-010,OTTDART00000059725,retained intron,ENSDART00000154809.3,CU467861.4-204,
ZDB-TSCRIPT-131113-4693,gas5-011,OTTDART00000059728,retained intron,ENSDART00000153659.3,CU467861.4-207,
ZDB-TSCRIPT-131113-3183,si:zfos-1451h6.1-001,OTTDART00000060050,,ENSDART00000155864.3,CU929070.5-201,
ZDB-TSCRIPT-131113-4775,si:zfos-1451h6.1-002,OTTDART00000060051,retained intron,ENSDART00000154241.2,CU929070.5-202,
ZDB-TSCRIPT-131113-4788,hbbe1.1-003,OTTDART00000060092,retained intron,ENSDART00000157233.2,hbbe1.1-202,
ZDB-TSCRIPT-131113-495,si:ch73-71c20.5-002,OTTDART00000054285,NMD,ENSDART00000154649,,
ZDB-TSCRIPT-131113-525,ottdart00000054603,OTTDART00000054603,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-131113-529,farp2-002,OTTDART00000054621,NMD,ENSDART00000155847,,
ZDB-TSCRIPT-131113-2106,farp2-003,OTTDART00000054622,,ENSDART00000153538.2,farp2-201,
ZDB-TSCRIPT-131113-530,atg4b-002,OTTDART00000054624,NMD,ENSDART00000154161,,
ZDB-TSCRIPT-131113-538,tmem131-002,OTTDART00000054662,retained intron,ENSDART00000155586.2,tmem131-202,
ZDB-TSCRIPT-131113-542,pde4ba-002,OTTDART00000054681,retained intron,ENSDART00000153851.2,pde4ba-202,
ZDB-TSCRIPT-131113-547,zc3h3-002,OTTDART00000054736,retained intron,ENSDART00000156461.2,zc3h3-203,
ZDB-TSCRIPT-131113-561,si:ch73-187p21.1-001,OTTDART00000054842,to be experimentally confirmed,ENSDART00000160151.2,CU467856.1-201,
ZDB-TSCRIPT-131113-563,ddx3b-005,OTTDART00000054848,retained intron,ENSDART00000157012.2,ddx3xb-207,
ZDB-TSCRIPT-131113-582,hmga1b-002,OTTDART00000054916,retained intron,ENSDART00000156554.2,hmga1b-202,
ZDB-TSCRIPT-131113-609,frmd4ba-002,OTTDART00000055023,retained intron,ENSDART00000154170.2,frmd4ba-201,
ZDB-TSCRIPT-131113-61,si:ch211-287n14.3-009,OTTDART00000044706,NMD,ENSDART00000156201,,
ZDB-TSCRIPT-131113-629,si:ch73-15b2.5-002,OTTDART00000055106,retained intron,ENSDART00000156641.2,si:ch73-15b2.5-203,
ZDB-TSCRIPT-131113-3814,tomm6-002,OTTDART00000055108,,ENSDART00000155291.2,tomm6-203,
ZDB-TSCRIPT-131113-630,tomm6-004,OTTDART00000055109,retained intron,ENSDART00000154136.2,tomm6-201,
ZDB-TSCRIPT-131113-637,pfkfb4b-003,OTTDART00000055130,retained intron,ENSDART00000131022.3,pfkfb4b-203,
ZDB-TSCRIPT-131113-642,arhgap11a-003,OTTDART00000055151,retained intron,ENSDART00000168427.2,arhgap11a-203,
ZDB-TSCRIPT-131113-646,hcn1-002,OTTDART00000055163,retained intron,ENSDART00000159958.2,hcn1-201,
ZDB-TSCRIPT-131113-656,smc6-002,OTTDART00000055196,retained intron,ENSDART00000155781.2,smc6-202,
ZDB-TSCRIPT-131113-670,jmjd7-002,OTTDART00000055250,NMD,ENSDART00000153860,,
ZDB-TSCRIPT-131113-680,khk-005,OTTDART00000055286,retained intron,ENSDART00000154797.2,khk-203,
ZDB-TSCRIPT-131113-687,zgc:56576-003,OTTDART00000055310,retained intron,ENSDART00000156262.2,rtraf-203,
ZDB-TSCRIPT-131113-690,txndc16-002,OTTDART00000055322,NMD,ENSDART00000154002,,
ZDB-TSCRIPT-131113-696,si:ch73-204p21.2-005,OTTDART00000055355,retained intron,ENSDART00000155292.2,si:ch73-204p21.2-205,
ZDB-TSCRIPT-131113-703,si:dkey-87k14.1-002,OTTDART00000055382,artifact,,,no Ensembl ID match.  transcript withdrawn?
