ENSDARG ID,Gene Abbreviation
ENSDARG00000069662,fgf11a
ENSDARG00000069461,rnaseka
ENSDARG00000010023,CU856539.1
ENSDARG00000021288,MIER3 (2 of 2)
ENSDARG00000032801,grk5
ENSDARG00000080000,si:dkey-178e17.1
ENSDARG00000089233,CSGALNACT1 (2 of 2)
ENSDARG00000020114,slc20a1a
ENSDARG00000032083,dpysl2b
ENSDARG00000027638,adra1ab
ENSDARG00000028071,bmp1a
ENSDARG00000044900,prlhr2a
ENSDARG00000046124,rab11fip1a
ENSDARG00000011515,ORAI1 (2 of 2)
ENSDARG00000086906,stambpb
ENSDARG00000021209,KCTD9 (2 of 2)
ENSDARG00000043716,cldn5a
ENSDARG00000005785,elovl7b
ENSDARG00000088048,fgf18a
ENSDARG00000043961,PCDH10
ENSDARG00000062633,cadm2b
ENSDARG00000074969,GBE1 (2 of 2)
ENSDARG00000016439,slc7a1
ENSDARG00000062347,mtus2
ENSDARG00000079914,stoml3a
ENSDARG00000004445,GRM5 (1 of 2)
ENSDARG00000043806,postna
ENSDARG00000063711,trim3a
ENSDARG00000086261,FHDC1 (3 of 5)
ENSDARG00000059244,arfip2a
ENSDARG00000018399,rps6kb1a
ENSDARG00000058538,alcamb
ENSDARG00000061835,ZPLD1 (1 of 2)
ENSDARG00000014137,picalml
ENSDARG00000061956,SYTL2 (1 of 2)
ENSDARG00000014430,rabgef1
ENSDARG00000007856,rtn4rl1a
ENSDARG00000075509,CR457447.1
ENSDARG00000079414,SEZ6
ENSDARG00000061030,vezf1b
ENSDARG00000004184,nf1b
ENSDARG00000068965,nrip1a
ENSDARG00000087386,pcp4b
ENSDARG00000090953,IGSF5 (2 of 2)
ENSDARG00000055339,MIPEP (1 of 2)
ENSDARG00000088409,DACT3 (2 of 2)
ENSDARG00000011422,ryr1a
ENSDARG00000038191,smtla
ENSDARG00000076620,BX255969.1
ENSDARG00000076972,si:dkey-208k22.3
ENSDARG00000003607,nr2f6a
ENSDARG00000074519,AL840638.1
ENSDARG00000089534,CU693369.1
ENSDARG00000069056,RANBP3 (2 of 2)
ENSDARG00000002411,pde4cb
ENSDARG00000001712,CR855338.1
ENSDARG00000038695,elavl1
ENSDARG00000003877,PBRM1 (1 of 2)
ENSDARG00000060123,ca16b
ENSDARG00000009727,twf2b
ENSDARG00000070653,FGD5 (1 of 2)
ENSDARG00000037587,SYNPR (1 of 2)
ENSDARG00000070567,cadpsb
ENSDARG00000070360,fam212aa
ENSDARG00000040707,CHCHD4 (2 of 2)
ENSDARG00000005141,camkvb
ENSDARG00000092154,TEX264 (2 of 2)
ENSDARG00000087805,CABZ01007930.1
ENSDARG00000076416,SHROOM2 (2 of 2)
ENSDARG00000069093,col2a1a
ENSDARG00000073997,srpk1a
ENSDARG00000056458,lhfpl5b
ENSDARG00000075694,adora1
ENSDARG00000060954,TMCC1 (1 of 2)
ENSDARG00000003169,magi1b
ENSDARG00000002552,mapkapk2a
ENSDARG00000041853,rbm39b
ENSDARG00000002912,adipor1a
ENSDARG00000074238,brpf3
ENSDARG00000061916,tmem51b
ENSDARG00000056252,sort1b
ENSDARG00000055300,atxn7l2a
ENSDARG00000090308,ERC2 (2 of 2)
ENSDARG00000079161,BSN (1 of 3)
ENSDARG00000086669,edn3b
ENSDARG00000045944,slc6a1a
ENSDARG00000076248,ppp1r3db
ENSDARG00000044179,CABZ01070045.1
ENSDARG00000016391,tceb3
ENSDARG00000070352,hoxc12a
ENSDARG00000090833,igfbp6b
ENSDARG00000002898,DGKA (1 of 2)
ENSDARG00000011932,prkcbp1l
ENSDARG00000025902,plekhg5a
ENSDARG00000031463,SYT6 (1 of 2)
ENSDARG00000044874,zgc:92107
ENSDARG00000038737,phf20b
ENSDARG00000086775,top1
ENSDARG00000062002,adnpa
ENSDARG00000070467,lactbl1b
ENSDARG00000037373,ephb2a
ENSDARG00000044982,dhrs3a
ENSDARG00000056084,igsf21b
ENSDARG00000070229,C11H1orf116 (1 of 2)
ENSDARG00000017340,uts2b
ENSDARG00000036428,EMP3 (1 of 2)
ENSDARG00000062231,ZNF362 (2 of 2)
ENSDARG00000087741,asb14
ENSDARG00000021372,tob1b
ENSDARG00000040657,wipi1
ENSDARG00000059090,SSTR2 (1 of 2)
ENSDARG00000043923,sox9b
ENSDARG00000079097,tanc2
ENSDARG00000017579,CR936975.1
ENSDARG00000008797,scn4aa
ENSDARG00000012824,itga3b
ENSDARG00000031770,kat7
ENSDARG00000013721,g6pca.2
ENSDARG00000079366,AL929222.1
ENSDARG00000007245,RUNDC3A (2 of 2)
ENSDARG00000010957,mpp2b
ENSDARG00000002589,mylpfb
ENSDARG00000052950,ARHGAP23 (2 of 2)
ENSDARG00000041323,csdc2a
ENSDARG00000052642,SHISA9 (2 of 2)
ENSDARG00000017367,RHBDF1 (1 of 2)
ENSDARG00000038190,ndel1b
ENSDARG00000078772,NBR1 (2 of 2)
ENSDARG00000077560,grin2cb
ENSDARG00000021488,cyth1b
ENSDARG00000091406,CABZ01013481.2
ENSDARG00000019418,kcnj2
ENSDARG00000077868,BTBD17 (2 of 2)
ENSDARG00000078222,aatka
ENSDARG00000060587,baiap2b
ENSDARG00000008127,pcdh15b
ENSDARG00000076699,ipmka
ENSDARG00000006112,myof
ENSDARG00000088204,SHISA8 (1 of 2)
ENSDARG00000055574,CABZ01056728.1
ENSDARG00000031427,calm2b
ENSDARG00000058004,six2a
ENSDARG00000003008,prkcea
ENSDARG00000057671,epas1b
ENSDARG00000015906,mxtx2
ENSDARG00000006420,atrnl1b
ENSDARG00000045064,ablim1b
ENSDARG00000090512,trim8a
ENSDARG00000060678,
ENSDARG00000039145,plaub
ENSDARG00000012632,zgc:92749
ENSDARG00000077383,anxa11a
ENSDARG00000029621,sgms1
ENSDARG00000005947,slc16a9b
ENSDARG00000017595,ccdc6b
ENSDARG00000014682,tmem26b
ENSDARG00000023591,nrbf2
ENSDARG00000004160,reep3
ENSDARG00000014907,htra1b
ENSDARG00000029768,WAPAL (1 of 2)
ENSDARG00000044161,grid1b
ENSDARG00000071005,ppp1r3ca
ENSDARG00000071021,papss2a
ENSDARG00000045172,minpp1b
ENSDARG00000015891,ptprea
ENSDARG00000077461,dhx32a
ENSDARG00000056057,GREM2 (2 of 2)
ENSDARG00000091683,cnrip1a
ENSDARG00000058574,abcg2c
ENSDARG00000008372,spred2b
ENSDARG00000063400,akt3a
ENSDARG00000039502,eef1a1a
ENSDARG00000018611,lbx1b
ENSDARG00000003399,fgf8a
ENSDARG00000061195,cnnm2a
ENSDARG00000039399,nt5c2a
ENSDARG00000011862,inaa
ENSDARG00000013168,jag1b
ENSDARG00000036295,golga7ba
ENSDARG00000020493,lgi1a
ENSDARG00000038018,prph2a
ENSDARG00000062874,hcar1-3
ENSDARG00000088143,SEMA4G (2 of 2)
ENSDARG00000087059,fam213ab
ENSDARG00000076974,pdzd7a
ENSDARG00000077207,lzts2b
ENSDARG00000057473,CT027674.1
ENSDARG00000030967,si:ch211-51a6.2
ENSDARG00000078696,synpo2lb
ENSDARG00000019728,bmpr1aa
ENSDARG00000034423,sncga
ENSDARG00000057644,adam8b
ENSDARG00000019179,lrit1a
ENSDARG00000044447,CDHR1 (2 of 2)
ENSDARG00000077844,chst3b
ENSDARG00000030441,ppa1b
ENSDARG00000068422,CABZ01084347.1
ENSDARG00000076477,zmiz1b
ENSDARG00000010154,vstm4a
ENSDARG00000076434,ARHGAP22 (2 of 2)
ENSDARG00000045067,kcnk1a
ENSDARG00000096757,FRMD1 (2 of 2)
ENSDARG00000075909,slc35f3a
ENSDARG00000020656,prkg1a
ENSDARG00000014103,dkk1a
ENSDARG00000074358,CU469518.1
ENSDARG00000074582,BX247898.1
ENSDARG00000031316,six6b
ENSDARG00000018153,nt5c1ba
ENSDARG00000029511,KCNS3 (2 of 2)
ENSDARG00000027285,kcnf1b
ENSDARG00000021389,jag2
ENSDARG00000029569,snapc1a
ENSDARG00000011029,CHRNA9 (1 of 3)
ENSDARG00000003854,ACSL1 (1 of 2)
ENSDARG00000002538,smu1
ENSDARG00000057949,slc43a3b
ENSDARG00000052012,rtn4rl2a
ENSDARG00000037393,slc43a1a
ENSDARG00000061585,cyp4v7
ENSDARG00000070412,mtmr7b
ENSDARG00000074255,MICU3 (1 of 2)
ENSDARG00000052769,glrbb
ENSDARG00000036247,tmem144b
ENSDARG00000038508,chrnb3b
ENSDARG00000052494,pcdh18b
ENSDARG00000088299,CR388002.2
ENSDARG00000091660,fgfbp1
ENSDARG00000005482,rapgef2
ENSDARG00000028740,msnb
ENSDARG00000014722,her1
ENSDARG00000006865,glra4a
ENSDARG00000030938,fermt3b
ENSDARG00000034808,kcnip1b
ENSDARG00000006503,CABZ01067175.1
ENSDARG00000075978,pcdh1gc5
ENSDARG00000087813,GPR112 (1 of 2)
ENSDARG00000036460,AL929434.2
ENSDARG00000029493,f9b
ENSDARG00000056603,mcf2b
ENSDARG00000036175,pcdh1b
ENSDARG00000057054,lrit3
ENSDARG00000094510,rab11fip5a
ENSDARG00000028824,slc34a1a
ENSDARG00000021521,rgs14a
ENSDARG00000088913,CABZ01006980.1
ENSDARG00000074936,NDST1 (2 of 2)
ENSDARG00000017568,HNRNPAB (2 of 2)
ENSDARG00000055999,BRD8 (2 of 2)
ENSDARG00000075735,CXXC5 (1 of 2)
ENSDARG00000042811,fgf1b
ENSDARG00000089134,CABZ01034707.1
ENSDARG00000021352,gria1a
ENSDARG00000033727,il12ba
ENSDARG00000032606,sept8a
ENSDARG00000078202,C21H5orf24 (2 of 2)
ENSDARG00000006693,tmprss4a
ENSDARG00000035452,camkk1
ENSDARG00000043589,ca4a
ENSDARG00000052447,cryabb
ENSDARG00000062315,sik2b
ENSDARG00000077945,HEPACAM (2 of 2)
ENSDARG00000075851,oafa
ENSDARG00000030532,ARHGEF12 (1 of 2)
ENSDARG00000055656,pdzd3b
ENSDARG00000009273,ppm1da
ENSDARG00000006120,tbx2b
ENSDARG00000017673,nova2
ENSDARG00000035329,capns1a
ENSDARG00000077039,esama
ENSDARG00000068974,lim2.1
ENSDARG00000020964,prkrirb
ENSDARG00000074073,MAP6 (1 of 2)
ENSDARG00000020946,AUTS2 (1 of 2)
ENSDARG00000053884,med13a
ENSDARG00000075752,myo18aa
ENSDARG00000036848,slc43a2a
ENSDARG00000039490,pitpnaa
ENSDARG00000075954,serpinh1a
ENSDARG00000077284,gdpd5a
ENSDARG00000054543,samsn1a
ENSDARG00000032614,msi2b
ENSDARG00000054748,cuedc1b
ENSDARG00000030479,hmgb1b
ENSDARG00000073917,b3galtla
ENSDARG00000032820,rxfp2b
ENSDARG00000013921,frya
ENSDARG00000070025,DCHS1 (1 of 2)
ENSDARG00000076338,INPP5K (1 of 2)
ENSDARG00000070507,TRPC4 (2 of 2)
ENSDARG00000076856,frem2a
ENSDARG00000025920,TIAM1 (1 of 2)
ENSDARG00000069139,grik1a
ENSDARG00000017067,chordc1
ENSDARG00000061818,meox2b
ENSDARG00000005948,ankmy2a
ENSDARG00000068883,tspan13a
ENSDARG00000041504,CR382327.1
ENSDARG00000044629,guca1d
ENSDARG00000069441,lpar6b
ENSDARG00000030604,phkg1a
ENSDARG00000016088,rtn2a
ENSDARG00000057032,ppm1nb
ENSDARG00000006615,hnf1ba
ENSDARG00000056267,dixdc1b
ENSDARG00000007220,ncam1b
ENSDARG00000028259,aldh3a2a
ENSDARG00000076448,serpinf2a
ENSDARG00000039999,SLC13A5
ENSDARG00000034453,unc119a
ENSDARG00000074222,RAP1GAP2 (2 of 2)
ENSDARG00000044353,CHRNA9 (2 of 3)
ENSDARG00000037496,gria4a
ENSDARG00000036051,irx4b
ENSDARG00000006983,celf3b
ENSDARG00000058943,cdcp1a
ENSDARG00000090937,LIMD1 (2 of 2)
ENSDARG00000016062,ZC3H12A (2 of 2)
ENSDARG00000062590,pleca
ENSDARG00000018980,zgc:91890
ENSDARG00000063162,CMTM8 (1 of 2)
ENSDARG00000076874,abhd5a
ENSDARG00000000370,trio
ENSDARG00000091469,ECM1 (2 of 2)
ENSDARG00000058342,grhl2a
ENSDARG00000016481,ptpn2a
ENSDARG00000063390,pvrl2l
ENSDARG00000019658,pou2f2b
ENSDARG00000062801,erfl3
ENSDARG00000078151,GRIK5 (2 of 2)
ENSDARG00000070620,grin2db
ENSDARG00000070931,si:ch211-232m10.6
ENSDARG00000062976,iffo1a
ENSDARG00000062084,clcn1a
ENSDARG00000061904,FHOD3 (1 of 2)
ENSDARG00000075271,rapgef5a
ENSDARG00000086326,ANKRD28 (2 of 2)
ENSDARG00000019692,colq
ENSDARG00000007959,hibadhb
ENSDARG00000007009,hoxa11b
ENSDARG00000086762,DFNA5 (2 of 2)
ENSDARG00000055607,cgna
ENSDARG00000011824,pbxip1b
ENSDARG00000058649,trim46b
ENSDARG00000037425,s100a10a
ENSDARG00000033804,snx27a
ENSDARG00000086370,apoea
ENSDARG00000060925,jarid2a
ENSDARG00000060862,atxn1b
ENSDARG00000070427,s100v1
ENSDARG00000057913,syt11a
ENSDARG00000018750,npr1b
ENSDARG00000046148,tnfaip8l2b
ENSDARG00000000189,sema6e
ENSDARG00000033599,zgc:100906
ENSDARG00000054941,ldlrad4
ENSDARG00000040197,ptk2.2
ENSDARG00000013153,dennd3b
ENSDARG00000002082,ck2a1
ENSDARG00000032849,ndrg1a
ENSDARG00000063535,chd4a
ENSDARG00000019842,cnot3b
ENSDARG00000059158,fhl3b
ENSDARG00000041660,oprd1a
ENSDARG00000053425,serinc2l
ENSDARG00000034577,si:dkey-23o4.6
ENSDARG00000040027,osbpl10
ENSDARG00000059363,TGFBR2 (2 of 2)
ENSDARG00000062754,cpne4
ENSDARG00000004939,mtdhb
ENSDARG00000060222,scn1ba
ENSDARG00000035994,rims2b
ENSDARG00000087198,cthrc1a
ENSDARG00000020373,ext1a
ENSDARG00000018602,rab5aa
ENSDARG00000063079,ago3b
ENSDARG00000023967,atp6v1c1a
ENSDARG00000036114,PTDSS1 (2 of 2)
ENSDARG00000021140,pabpc1b
ENSDARG00000074503,tmem222b
ENSDARG00000078041,xpo1a
ENSDARG00000044083,peli1b
ENSDARG00000023318,FMN2 (1 of 2)
ENSDARG00000071091,chrm3a
ENSDARG00000071090,actn2
ENSDARG00000077582,ank3b
ENSDARG00000070497,bicc1b
ENSDARG00000030064,plekha1
ENSDARG00000073771,tbc1d12b
ENSDARG00000024873,AL935174.1
ENSDARG00000076192,ankrd1b
ENSDARG00000056949,HTR7 (1 of 2)
ENSDARG00000008192,pank1a
ENSDARG00000089365,CABZ01080274.1
ENSDARG00000004026,chrm5a
ENSDARG00000045956,kcnk10b
ENSDARG00000069101,NAPB (2 of 2)
ENSDARG00000040261,runx2a
ENSDARG00000043410,xkr6
ENSDARG00000043396,fndc4a
ENSDARG00000022841,ptk2ba
ENSDARG00000053062,CR628323.3
ENSDARG00000014599,slc5a6
ENSDARG00000087870,GPR113
ENSDARG00000023058,foxo3a
ENSDARG00000006235,brms1la
ENSDARG00000079396,LRFN5 (2 of 2)
ENSDARG00000004377,ppp1r13ba
ENSDARG00000002635,FAM184A (1 of 2)
ENSDARG00000007697,fabp7a
ENSDARG00000043557,kcnk13b
ENSDARG00000043746,nrxn3a
ENSDARG00000074287,sptlc2b
ENSDARG00000005232,ccdc85ca
ENSDARG00000017023,ak7b
ENSDARG00000016474,galcb
ENSDARG00000004861,esrrga
ENSDARG00000020239,lpin1
ENSDARG00000090712,BAHD1 (2 of 2)
ENSDARG00000013794,klf11b
ENSDARG00000067570,ctsbb
ENSDARG00000000837,snx9a
ENSDARG00000043135,pomca
ENSDARG00000042623,acbd3
ENSDARG00000015449,fut8
ENSDARG00000052178,eif2s1b
ENSDARG00000031845,mboat2a
ENSDARG00000019564,asap2b
ENSDARG00000043213,adam17a
ENSDARG00000074839,IMPG1 (1 of 2)
ENSDARG00000042141,myo6b
ENSDARG00000021443,zfp36l1b
ENSDARG00000067509,slc24a4b
ENSDARG00000021497,GPR132 (1 of 3)
ENSDARG00000021345,prph2l
ENSDARG00000077489,LRFN2 (2 of 2)
ENSDARG00000008203,pax1a
ENSDARG00000028664,ahsa1
ENSDARG00000075397,BX511263.1
ENSDARG00000053481,ENTPD5 (1 of 2)
ENSDARG00000005670,TTBK2 (1 of 2)
ENSDARG00000041864,capn3a
ENSDARG00000043475,tagapb
ENSDARG00000020944,ezra
ENSDARG00000073734,arf6a
ENSDARG00000015016,KIF26A (1 of 2)
ENSDARG00000043973,znf292b
ENSDARG00000079634,filip1b
ENSDARG00000040135,CU638738.1
ENSDARG00000020581,OTOF (1 of 2)
ENSDARG00000042186,paplnb
ENSDARG00000006212,MYT1L (1 of 2)
ENSDARG00000038968,ccr6b
ENSDARG00000016691,cd9b
ENSDARG00000063524,ano2
ENSDARG00000045224,GLIPR1
ENSDARG00000012482,pclob
ENSDARG00000003020,lrrc4.2
ENSDARG00000025299,tspan9a
ENSDARG00000035273,TMTC2 (1 of 2)
ENSDARG00000060248,CABZ01078314.1
ENSDARG00000063040,btbd11b
ENSDARG00000011583,cry1b
ENSDARG00000045877,ube2nb
ENSDARG00000023921,dnaja2
ENSDARG00000036337,cers3b
ENSDARG00000041921,hsbp1b
ENSDARG00000087260,MTSS1L (2 of 2)
ENSDARG00000016337,lctlb
ENSDARG00000002787,gro2
ENSDARG00000034434,igf1rb
ENSDARG00000009482,SLC38A8 (1 of 2)
ENSDARG00000016676,gnao1a
ENSDARG00000031756,mef2aa
ENSDARG00000073970,mctp2b
ENSDARG00000018726,slco3a1
ENSDARG00000075942,FRMD5 (1 of 2)
ENSDARG00000078989,alpk3a
ENSDARG00000077167,nmbb
ENSDARG00000053559,tspan3b
ENSDARG00000060813,plekha7a
ENSDARG00000036080,cd81
ENSDARG00000006025,tp53i11b
ENSDARG00000015015,tspan18b
ENSDARG00000036291,nucb2b
ENSDARG00000059110,VASP (2 of 2)
ENSDARG00000074258,GRAMD1B (1 of 2)
ENSDARG00000074419,hcn4l
ENSDARG00000061282,CU207301.4
ENSDARG00000062082,hipk3b
ENSDARG00000003994,syt9a
ENSDARG00000012005,mob2b
ENSDARG00000013990,ube2q2
ENSDARG00000091667,CU207301.10
ENSDARG00000063713,SYNGAP1 (1 of 2)
ENSDARG00000088567,VPS72 (2 of 2)
ENSDARG00000076861,tmem79b
ENSDARG00000006640,eomesa
ENSDARG00000031465,dgat1a
ENSDARG00000077427,GPR20 (2 of 2)
ENSDARG00000021820,SLC45A4 (1 of 2)
ENSDARG00000078486,znrf2b
ENSDARG00000090140,tmem196b
ENSDARG00000056666,sp8b
ENSDARG00000076541,clec3ba
ENSDARG00000008946,ccdc127b
ENSDARG00000007943,gabpb2a
ENSDARG00000071014,s100u
ENSDARG00000055589,s100t
ENSDARG00000014675,efna3a
ENSDARG00000013704,cers2a
ENSDARG00000058089,rprd2a
ENSDARG00000076615,HCN3 (2 of 2)
ENSDARG00000037861,CU694256.1
ENSDARG00000046079,cacng6b
ENSDARG00000070626,cacng8b
ENSDARG00000070624,cacng7b
ENSDARG00000020228,usf2
ENSDARG00000036721,tomm40l
ENSDARG00000040380,arhgef1a
ENSDARG00000024642,pip5k1ab
ENSDARG00000040186,fam210a
ENSDARG00000039943,fam46ba
ENSDARG00000015552,phactr4a
ENSDARG00000076660,FOXO6 (2 of 2)
ENSDARG00000036243,jazf1a
ENSDARG00000056856,tax1bp1b
ENSDARG00000007609,hoxa13a
ENSDARG00000004405,snx10a
ENSDARG00000056892,mpp6a
ENSDARG00000070831,rftn1a
ENSDARG00000079613,sall3a
ENSDARG00000086535,CABZ01021538.1
ENSDARG00000036159,trhrb
ENSDARG00000062352,sema4ab
ENSDARG00000070000,txnipb
ENSDARG00000087087,COL28A1 (4 of 4)
ENSDARG00000062278,C1GALT1 (3 of 4)
ENSDARG00000059806,SACM1L (2 of 2)
ENSDARG00000011506,lpcat1
ENSDARG00000004588,sox4a
ENSDARG00000044605,stx12l
ENSDARG00000088541,tpbgl
ENSDARG00000060073,arid1ab
ENSDARG00000052789,azin1a
ENSDARG00000031383,klhl38
ENSDARG00000040280,FAM84B (2 of 2)
ENSDARG00000078557,CU896645.1
ENSDARG00000061191,plekho1a
ENSDARG00000076829,ankib1b
ENSDARG00000055271,nkd2a
ENSDARG00000070810,cck
ENSDARG00000040683,MEP1B (2 of 2)
ENSDARG00000068890,adcy1a
ENSDARG00000038666,igfbp1b
ENSDARG00000007737,zyg11
ENSDARG00000091260,MYLK4 (2 of 2)
ENSDARG00000021480,olfml2bb
ENSDARG00000052914,tpra
ENSDARG00000017141,pla2g4a
ENSDARG00000076996,CU467854.2
ENSDARG00000010934,syt14a
ENSDARG00000039299,rdh14a
ENSDARG00000069117,kcnh5b
ENSDARG00000043257,ckbb
ENSDARG00000032369,btbd6b
ENSDARG00000034181,esr2b
ENSDARG00000039266,RBM25 (2 of 2)
ENSDARG00000055123,KCNK2 (2 of 2)
ENSDARG00000012493,senp6a
ENSDARG00000029370,ankrd6b
ENSDARG00000004049,marcksa
ENSDARG00000037066,LGALS8 (1 of 2)
ENSDARG00000089691,ISM2 (2 of 2)
ENSDARG00000043673,BEGAIN (1 of 2)
ENSDARG00000009471,nid2b
ENSDARG00000037042,ddhd1b
ENSDARG00000043466,kcnk3
ENSDARG00000089458,RP1L1 (2 of 2)
ENSDARG00000015059,daam1a
ENSDARG00000034930,cx52.6
ENSDARG00000054973,itsn2b
ENSDARG00000011445,ELMSAN1 (1 of 2)
ENSDARG00000088546,MYCT1 (2 of 2)
ENSDARG00000063068,syne1b
ENSDARG00000013056,itpk1
ENSDARG00000013292,tmem179
ENSDARG00000018266,mthfd1a
ENSDARG00000017338,kidins220b
ENSDARG00000042627,nhsl1b
ENSDARG00000058853,SASH1 (2 of 2)
ENSDARG00000002656,stxbp5a
ENSDARG00000026796,grm1a
ENSDARG00000025024,pnoca
ENSDARG00000060113,znf395a
ENSDARG00000026166,emilin1b
ENSDARG00000019135,ankef1a
ENSDARG00000058117,snap25b
ENSDARG00000086283,CNST (2 of 2)
ENSDARG00000058692,fzd3b
ENSDARG00000070052,tdrd6
ENSDARG00000076241,txlnbb
ENSDARG00000032426,ADCK3 (2 of 2)
ENSDARG00000089245,DUSP23 (2 of 2)
ENSDARG00000043141,BX323819.1
ENSDARG00000038957,FLVCR2 (2 of 2)
ENSDARG00000020133,jdp2
ENSDARG00000015566,dnmt3ab
ENSDARG00000018913,hmbox1b
ENSDARG00000073859,kif13bb
ENSDARG00000006272,mpp5a
ENSDARG00000060034,tmem151b
ENSDARG00000079220,wdr20b
ENSDARG00000031086,evlb
ENSDARG00000007915,jak2a
ENSDARG00000052155,LRRC8A (2 of 2)
ENSDARG00000019208,camsap1a
ENSDARG00000052094,notch1b
ENSDARG00000020072,thbs4b
ENSDARG00000090524,f2rl2
ENSDARG00000016570,prlra
ENSDARG00000052923,zgc:113162
ENSDARG00000061506,nsmfb
ENSDARG00000076592,man1b1
ENSDARG00000068157,ehmt1a
ENSDARG00000059719,fam169aa
ENSDARG00000035508,barhl1a
ENSDARG00000030932,fgf10a
ENSDARG00000039863,lifrb
ENSDARG00000034710,lmbrd2a
ENSDARG00000079898,cd248a
ENSDARG00000063606,NRXN2 (2 of 2)
ENSDARG00000022378,mtmr1b
ENSDARG00000006408,hmgb3b
ENSDARG00000015971,rapgef1b
ENSDARG00000078817,rnf165b
ENSDARG00000031495,seta
ENSDARG00000033647,smarcb1a
ENSDARG00000026325,mmp11a
ENSDARG00000029439,atp2a2a
ENSDARG00000021351,nefma
ENSDARG00000054771,ghra
ENSDARG00000016742,rgs7bpb
ENSDARG00000057101,rnf180
ENSDARG00000006604,pvrl3l
ENSDARG00000035323,diabloa
ENSDARG00000003175,stx5al
ENSDARG00000088601,B3GNT2 (2 of 4)
ENSDARG00000077818,nrg2a
ENSDARG00000029443,zgc:92242
ENSDARG00000011317,ADRA1B (1 of 2)
ENSDARG00000031246,hbegfb
ENSDARG00000061566,CT573152.3
ENSDARG00000011171,TENM2 (1 of 2)
ENSDARG00000089078,COL23A1 (1 of 2)
ENSDARG00000089372,clk4a
ENSDARG00000054667,adra2db
ENSDARG00000008057,ndfip1l
ENSDARG00000078063,bnip1b
ENSDARG00000004754,hspa4a
ENSDARG00000077861,sowahaa
ENSDARG00000090686,SLC35F2 (2 of 2)
ENSDARG00000069742,cul5a
ENSDARG00000074913,RCSD1 (2 of 2)
ENSDARG00000042677,cadm1b
ENSDARG00000086037,jam3a
ENSDARG00000003344,trpc2
ENSDARG00000055388,vtna
ENSDARG00000087088,si:ch211-274p24.4
ENSDARG00000026595,pafah1b1b
ENSDARG00000069790,dynll2a
ENSDARG00000087176,AL954372.1
ENSDARG00000003022,limk1b
ENSDARG00000022413,ing5a
ENSDARG00000074082,CU467828.1
ENSDARG00000067989,EPS15L1 (2 of 2)
ENSDARG00000063182,RC3H1 (2 of 2)
ENSDARG00000053746,OSBPL1A (2 of 2)
ENSDARG00000071458,si:dkey-121a11.3
ENSDARG00000068478,gpx4a
ENSDARG00000089348,C2H19orf26 (2 of 2)
ENSDARG00000061665,hcn2
ENSDARG00000056226,creb3l3
ENSDARG00000060750,BTBD2
ENSDARG00000061774,mbd3a
ENSDARG00000006609,map2k2a
ENSDARG00000061970,lingo3a
ENSDARG00000024365,crlf1a
ENSDARG00000062109,shdb
ENSDARG00000010002,gna11a
ENSDARG00000024775,si:ch211-129c21.1
ENSDARG00000017653,rgs13
ENSDARG00000087979,CT573433.2
ENSDARG00000033184,prkar2aa
ENSDARG00000056774,gpr37l1b
ENSDARG00000058666,dennd2da
ENSDARG00000042552,cacna1sb
ENSDARG00000088584,si:ch73-352p18.4
ENSDARG00000043701,gpd1a
ENSDARG00000002917,GLS2 (1 of 2)
ENSDARG00000036510,ccnt2b
ENSDARG00000020000,sh3bp4a
ENSDARG00000034961,bzw1b
ENSDARG00000061517,lrp1bb
ENSDARG00000003533,col8a1b
ENSDARG00000061138,senp7
ENSDARG00000024827,rnf150a
ENSDARG00000029898,CNGA1 (2 of 2)
ENSDARG00000060036,aimp1
ENSDARG00000036897,SGMS2 (1 of 2)
ENSDARG00000076310,si:ch73-290k24.5
ENSDARG00000078901,ANKS1A (2 of 2)
ENSDARG00000032865,pacsin1a
ENSDARG00000042123,nudt3b
ENSDARG00000016238,arl6ip5b
ENSDARG00000063282,KCNA3 (1 of 2)
ENSDARG00000075295,TULP1 (1 of 2)
ENSDARG00000031920,FP102163.1
ENSDARG00000000474,tnni1a
ENSDARG00000030980,csrp1b
ENSDARG00000018404,krt18
ENSDARG00000014181,foxp1b
ENSDARG00000053447,ppp4r2b
ENSDARG00000053454,CABZ01012080.1
ENSDARG00000001437,slc2a1a
ENSDARG00000005350,dip2ba
ENSDARG00000014179,pfkma
ENSDARG00000018968,acvr1b
ENSDARG00000004452,tardbpl
ENSDARG00000079972,CABZ01041608.1
ENSDARG00000070721,vdrb
ENSDARG00000078052,emilin3a
ENSDARG00000075539,snphb
ENSDARG00000037607,C23H20orf112 (1 of 2)
ENSDARG00000027154,tpd52l2a
ENSDARG00000004836,dnajc5ab
ENSDARG00000043474,atp2b3a
ENSDARG00000002945,bgnb
ENSDARG00000046019,snai1b
ENSDARG00000070542,mafbb
ENSDARG00000061656,ptpdc1
ENSDARG00000002483,WNT7A (1 of 2)
ENSDARG00000045776,cnbpa
ENSDARG00000045945,syn2a
ENSDARG00000013087,ndrg3a
ENSDARG00000078473,nucks1a
ENSDARG00000012409,rnf207b
ENSDARG00000074244,arhgef10lb
ENSDARG00000075147,lrrc38
ENSDARG00000077215,EIF4G3 (2 of 2)
ENSDARG00000062171,olfml3b
ENSDARG00000063576,ANKRD52 (2 of 2)
ENSDARG00000033760,pmelb
ENSDARG00000034117,rarga
ENSDARG00000061174,znf740
